flag_name,flag_on,latency,cpu,error,timestamp,conversion_rate,traffic_low,traffic_medium,user_web,region_EU,region_LATAM,region_US,release_window_normal,release_window_post-release
billing_tax_calculation,1,140,64,0,,0.0,False,True,False,True,False,False,False,False
billing_enable_audit_trail,0,114,35,0,,0.0,False,False,False,True,False,False,False,False
customer_enable_account_hierarchy,1,154,66,0,,0.0,True,False,False,True,False,False,False,False
cart_operations_anonymous_cart,1,146,47,0,,0.0,True,False,True,False,True,False,False,False
catalog_enable_plan_bundling,1,284,93,0,,0.0,False,False,False,False,False,True,False,False
provisioning_enable_encryption,1,189,47,0,,0.0,False,True,False,False,True,False,False,False
billing_enable_history_tracking,1,176,46,0,,0.0,True,False,True,False,False,False,False,False
cart_product_management_recently_viewed,0,121,42,0,,0.0,False,False,False,False,True,False,False,False
catalog_enable_review_ratings,0,118,42,0,,0.0,False,True,False,True,False,False,False,False
auth_enable_2fa,1,169,57,0,,0.0,True,False,False,False,True,False,False,False
notification_diag_headers_enable,1,205,65,0,,0.0,False,True,True,False,False,False,False,False
cart_pricing_loyalty_discounts,1,126,39,0,,0.0,True,False,False,True,False,False,False,False
catalog_enable_bundle_pricing,1,279,91,0,,0.0,False,False,False,False,True,False,False,False
cart_bundling_bundle_conflicts,0,108,35,0,,0.0,False,False,True,False,True,False,False,False
cart_bundling_device_plan_bundles,1,187,49,0,,0.0,True,False,True,False,False,True,False,False
catalog_enable_stock_levels,1,317,84,1,,0.0,False,False,False,False,True,False,False,False
cart_product_management_product_comparison,1,249,81,0,,0.0,False,False,False,True,False,False,False,False
notification_audit_enable,1,132,58,0,,0.0,True,False,True,False,True,False,False,False
order_lifecycle_enable_order_tracking,1,186,63,0,,0.0,False,True,True,False,True,False,False,False
cart_inventory_reserve_items,1,175,70,0,,0.0,False,True,False,False,False,False,False,False
catalog_enable_regional_availability,1,294,78,0,,0.0,False,False,False,True,False,False,False,False
cart_operations_bulk_order,1,193,44,0,,0.0,True,False,False,True,False,False,False,False
billing_enable_bundle_discounts,0,86,38,0,,0.0,False,True,False,True,False,False,False,False
customer_enable_reactivation,1,158,50,0,,0.0,True,False,False,False,False,False,False,False
catalog_enable_product_versioning,0,85,54,0,,0.0,False,False,True,False,False,True,False,False
inventory_enable_inventory_adjustment,0,96,45,0,,0.0,True,False,True,True,False,False,False,False
catalog_enable_volume_pricing,1,159,55,0,,0.0,False,True,False,False,False,False,False,False
customer_enable_data_deletion,1,160,48,0,,0.0,True,False,True,False,False,False,False,False
cart_pricing_volume_discounts,1,139,52,0,,0.0,True,False,False,False,False,True,False,False
billing_enable_partial_payment_tracking,1,136,58,0,,0.0,True,False,False,False,True,False,False,False
catalog_enable_ai_pricing,1,196,52,0,,0.0,False,True,False,False,True,False,False,False
inventory_enable_forecasting,1,198,63,0,,0.0,True,False,False,True,False,False,False,False
billing_enable_coupon_management,1,161,65,0,,0.0,True,False,False,True,False,False,False,False
provisioning_enable_encryption,1,136,49,0,,0.0,True,False,True,True,False,False,False,False
inventory_enable_equipment_registration,1,120,40,0,,0.0,False,True,False,False,True,False,False,False
inventory_enable_equipment_tracking,1,189,63,0,,0.0,False,True,False,False,False,False,False,False
payment_transaction_enable_payment_settlement,0,120,33,0,,0.0,True,False,True,True,False,False,False,False
cart_inventory_real_time_sync,1,185,55,0,,0.0,True,False,False,False,False,False,False,False
order_analytics_enable_fulfillment_analytics,0,115,31,0,,0.0,True,False,True,True,False,False,False,False
catalog_enable_review_ratings,0,81,48,0,,0.0,False,False,False,False,False,True,False,False
catalog_enable_bundle_recommendations,1,165,44,0,,0.0,True,False,True,False,False,False,False,False
provisioning_enable_authentication,1,117,50,0,,0.0,True,False,True,False,False,False,False,False
provisioning_enable_msisdn_allocation,1,193,50,0,,0.0,False,True,False,False,True,False,False,False
provisioning_enable_performance_metrics,0,107,38,0,,0.0,False,False,True,True,False,False,False,False
customer_enable_customer_journey_tracking,0,132,44,0,,0.0,False,True,True,False,False,True,False,False
catalog_enable_bundle_conflicts,0,89,51,0,,0.0,True,False,False,False,True,False,False,False
inventory_enable_product_lifecycle_management,1,128,62,0,,0.0,False,True,True,False,True,False,False,False
inventory_enable_stock_counting,1,143,56,0,,0.0,True,False,True,False,False,False,False,False
cart_bundling_plan_bundling,1,112,60,0,,0.0,True,False,False,False,True,False,False,False
provisioning_enable_latency_control,0,85,54,0,,0.0,True,False,True,False,False,False,False,False
catalog_enable_bundle_conflicts,1,186,56,0,,0.0,False,True,False,True,False,False,False,False
payment_method_enable_bank_transfer,1,183,61,0,,0.0,False,True,True,False,False,False,False,False
payment_currency_enable_multi_currency,1,160,44,1,,0.0,False,True,False,False,False,True,False,False
payment_dispute_enable_chargeback_handling,1,290,83,1,,0.0,False,False,True,False,True,False,False,False
provisioning_enable_provisioning_reports,1,167,50,0,,0.0,True,False,False,True,False,False,False,False
provisioning_enable_quota_management,1,205,41,0,,0.0,True,False,True,False,False,False,False,False
cart_product_management_product_comparison,1,181,72,0,,0.0,False,True,True,True,False,False,False,False
payment_method_enable_cryptocurrency,1,391,81,0,,0.0,False,False,True,False,True,False,False,False
notification_senderid_whitelist_enable,0,144,38,0,,0.0,True,False,False,False,False,False,False,False
inventory_enable_valuation_methods,1,309,94,1,,0.0,False,False,False,True,False,False,False,False
payment_analytics_enable_revenue_analytics,1,175,42,0,,0.0,True,False,True,True,False,False,False,False
catalog_enable_bundle_management,1,309,105,0,,0.0,False,False,False,True,False,False,False,False
billing_tax_by_region,1,127,49,0,,0.0,False,True,False,False,False,True,False,False
inventory_enable_product_lifecycle_management,1,188,57,0,,0.0,False,True,True,False,False,False,False,False
cart_inventory_hold_duration,1,141,48,1,,0.0,False,True,True,True,False,False,False,False
cart_inventory_pre_order_support,1,260,84,0,,0.0,False,False,False,True,False,False,False,False
payment_analytics_enable_payment_analytics,1,126,49,0,,0.0,True,False,False,True,False,False,False,False
provisioning_enable_performance_metrics,1,175,62,0,,0.0,False,True,True,True,False,False,False,False
auth_enable_mfa,1,131,58,0,,0.0,False,True,False,True,False,False,False,False
payment_notification_enable_payment_failure_notification,1,179,63,0,,0.0,False,True,False,True,False,False,False,False
provisioning_enable_alerts,1,150,52,0,,0.0,True,False,False,False,False,True,False,False
cart_notifications_promotional_notifications,1,151,57,0,,0.0,True,False,False,False,False,False,False,False
provisioning_enable_performance_metrics,0,85,39,0,,0.0,False,False,True,False,False,True,False,False
billing_enable_currency_rate_updates,1,167,60,0,,0.0,False,True,True,False,False,False,False,False
cart_offers_free_shipping_offers,1,337,98,1,,0.0,False,False,False,True,False,False,False,False
catalog_enable_bulk_upload,1,171,37,0,,0.0,True,False,True,False,True,False,False,False
customer_enable_age_verification,1,161,45,0,,0.0,False,True,False,False,True,False,False,False
notification_rate_global_enable,1,178,74,0,,0.0,True,False,True,False,False,True,False,False
customer_enable_churn_prediction,0,92,37,0,,0.0,True,False,False,False,False,True,False,False
customer_enable_billing_notification,1,159,62,0,,0.0,True,False,False,True,False,False,False,False
inventory_enable_turnover_analysis,0,110,57,0,,0.0,True,False,False,False,True,False,False,False
cart_analytics_user_behavior_tracking,1,350,78,0,,0.0,False,False,False,False,False,True,False,False
customer_enable_reactivation,1,150,51,0,,0.0,False,True,True,False,False,True,False,False
cart_pricing_time_based_pricing,1,151,68,0,,0.0,True,False,True,True,False,False,False,False
cart_tax_calculation,1,196,89,1,,0.0,False,False,False,True,False,False,False,False
inventory_enable_equipment_depreciation,1,142,66,0,,0.0,True,False,False,False,False,True,False,False
billing_enable_late_fee_calculation,1,376,78,0,,0.0,False,False,True,False,True,False,False,False
provisioning_enable_service_termination,1,160,63,0,,0.0,True,False,False,False,True,False,False,False
payment_refund_enable_partial_refund,0,96,38,0,,0.0,True,False,True,False,False,True,False,False
provisioning_enable_call_forwarding,1,191,55,0,,0.0,True,False,False,False,True,False,False,False
customer_enable_account_migration,1,171,69,0,,0.0,False,True,True,False,True,False,False,False
payment_transaction_enable_payment_settlement,1,156,61,1,,0.0,False,True,False,False,True,False,False,False
cart_analytics_user_behavior_tracking,1,178,40,0,,0.0,True,False,True,False,False,True,False,False
provisioning_enable_carrier_routing,1,172,62,1,,0.0,False,True,True,False,True,False,False,False
provisioning_enable_imei_assignment,1,167,47,0,,0.0,True,False,True,True,False,False,False,False
payment_advanced_enable_payment_optimization,0,83,49,0,,0.0,True,False,True,False,True,False,False,False
cart_pricing_time_based_pricing,1,143,48,0,,0.0,True,False,False,False,False,False,False,False
catalog_enable_warehouse_management,1,191,47,0,,0.0,True,False,True,False,False,True,False,False
customer_enable_customer_journey_tracking,1,158,40,0,,0.0,False,True,True,False,False,True,False,False
inventory_enable_supplier_management,1,166,42,0,,0.0,False,True,False,False,True,False,False,False
customer_enable_account_linking,0,85,37,0,,0.0,False,True,False,False,False,False,False,False
provisioning_enable_firewall_config,0,112,39,0,,0.0,True,False,True,True,False,False,False,False
auth_enable_email_verification,1,182,65,0,,0.0,False,True,True,False,True,False,False,False
provisioning_enable_voicemail,1,106,54,0,,0.0,True,False,True,False,True,False,False,False
provisioning_enable_apn_config,1,171,37,0,,0.0,False,True,False,False,False,True,False,False
provisioning_enable_overage_charges,1,161,65,0,,0.0,False,True,False,False,False,True,False,False
payment_currency_enable_multi_currency,1,138,46,0,,0.0,True,False,False,False,False,False,False,False
customer_enable_account_migration,1,124,44,0,,0.0,True,False,False,False,False,False,False,False
customer_enable_email_verification,1,336,96,0,,0.0,False,False,True,True,False,False,False,False
provisioning_enable_priority_levels,1,346,73,1,,0.0,False,False,False,True,False,False,False,False
provisioning_enable_data_config,0,137,31,0,,0.0,False,True,False,False,True,False,False,False
cart_pricing_volume_discounts,0,139,48,0,,0.0,False,True,True,False,True,False,False,False
cart_offers_referral_offers,1,169,51,0,,0.0,True,False,True,False,False,False,False,False
cart_operations_quick_order,1,133,49,0,,0.0,True,False,True,True,False,False,False,False
provisioning_enable_network_config,0,132,54,0,,0.0,True,False,False,False,True,False,False,False
provisioning_enable_firewall_config,0,122,33,0,,0.0,False,True,False,False,False,True,False,False
payment_billing_enable_invoice_billing,0,90,48,0,,0.0,False,True,True,False,False,False,False,False
order_products_enable_bundle_products,1,145,50,0,,0.0,False,True,False,True,False,False,False,False
order_lifecycle_enable_order_status_history,1,166,51,0,,0.0,False,True,True,False,True,False,False,False
customer_enable_registration,1,309,66,0,,0.0,False,False,True,True,False,False,False,False
catalog_enable_product_versioning,1,240,81,1,,0.0,False,False,True,False,False,False,False,False
cart_notifications_abandoned_cart_notifications,1,325,82,1,,0.0,False,False,False,False,False,True,False,False
cart_offers_flash_sales,1,160,53,0,,0.0,False,True,False,False,True,False,False,False
inventory_enable_valuation_methods,1,163,62,0,,0.0,False,True,False,True,False,False,False,False
billing_enable_invoice_aging_analysis,1,283,77,0,,0.0,False,False,True,False,False,True,False,False
payment_recurring_enable_billing_schedule,0,83,43,0,,0.0,False,False,False,False,False,False,False,False
catalog_enable_fulfillment_options,1,148,36,0,,0.0,True,False,True,False,False,False,False,False
provisioning_enable_slice_isolation,1,168,64,0,,0.0,True,False,True,False,False,False,False,False
auth_enable_audit_logging,1,208,73,0,,0.0,True,False,True,True,False,False,False,False
cart_notifications_price_drop_alerts,0,133,50,0,,0.0,True,False,True,True,False,False,False,False
payment_transaction_enable_single_payment,0,145,48,0,,0.0,False,False,False,False,False,True,False,False
customer_enable_communication_preferences,0,133,35,0,,0.0,True,False,False,True,False,False,False,False
billing_enable_scheduled_invoices,1,200,42,1,,0.0,True,False,True,False,True,False,False,False
inventory_enable_obsolescence_tracking,1,170,59,0,,0.0,True,False,True,False,False,False,False,False
cart_fees_environmental_fees,1,151,68,0,,0.0,True,False,False,False,False,False,False,False
cart_operations_quick_order,0,117,36,0,,0.0,False,True,False,False,False,True,False,False
customer_enable_phone_verification,1,185,50,0,,0.0,True,False,False,False,True,False,False,False
customer_enable_manual_approval,0,114,33,0,,0.0,False,False,True,False,False,False,False,False
payment_recurring_enable_billing_schedule,1,154,55,1,,0.0,False,True,False,False,False,False,False,False
catalog_enable_predictive_inventory,0,135,49,1,,0.0,True,False,False,False,False,True,False,False
customer_enable_identity_verification,1,165,53,0,,0.0,True,False,True,False,False,False,False,False
customer_enable_data_retention_policy,1,195,43,0,,0.0,True,False,True,False,False,False,False,False
provisioning_enable_service_downgrade,1,156,72,0,,0.0,False,True,True,False,False,True,False,False
billing_enable_currency_rate_updates,0,129,60,0,,0.0,True,False,False,False,False,False,False,False
provisioning_enable_latency_control,0,136,54,0,,0.0,False,True,False,False,False,False,False,False
customer_enable_bulk_operations,1,125,42,0,,0.0,True,False,False,True,False,False,False,False
catalog_enable_view_analytics,0,116,52,0,,0.0,False,False,False,True,False,False,False,False
catalog_enable_device_images,0,102,58,0,,0.0,True,False,True,False,True,False,False,False
billing_enable_subscription_discount,1,336,85,1,,0.0,False,False,False,False,False,False,False,False
cart_checkout_one_step_checkout,1,172,45,0,,0.0,False,True,True,False,False,False,False,False
inventory_enable_equipment_depreciation,1,209,40,0,,0.0,True,False,False,False,True,False,False,False
payment_currency_enable_currency_conversion,1,129,49,0,,0.0,False,True,False,False,True,False,False,False
catalog_enable_backorder,1,158,52,0,,0.0,True,False,True,True,False,False,False,False
order_compliance_enable_compliance_reporting,0,146,58,0,,0.0,True,False,True,False,False,False,False,False
billing_enable_promotional_pricing,0,118,49,0,,0.0,False,True,False,True,False,False,False,False
catalog_enable_fulfillment_options,1,179,61,0,,0.0,False,True,True,True,False,False,False,False
billing_enable_coupon_management,0,133,49,0,,0.0,False,False,False,True,False,False,False,False
catalog_enable_device_specifications,1,156,64,0,,0.0,False,True,False,False,True,False,False,False
cart_bundling_bundle_conflicts,0,106,40,0,,0.0,False,True,False,False,True,False,False,False
order_fulfillment_enable_picking,1,139,67,0,,0.0,True,False,False,False,True,False,False,False
order_inventory_enable_reserve_items,0,98,33,0,,0.0,True,False,False,True,False,False,False,False
payment_billing_enable_billing_notifications,1,150,48,1,,0.0,False,True,True,False,False,False,False,False
catalog_enable_bulk_upload,1,179,54,0,,0.0,True,False,True,False,False,True,False,False
order_products_enable_product_variants,0,148,30,0,,0.0,True,False,False,False,False,False,False,False
payment_reconciliation_enable_payment_reconciliation,0,126,31,0,,0.0,True,False,False,False,True,False,False,False
provisioning_enable_add_on_management,1,177,59,0,,0.0,True,False,False,False,False,True,False,False
provisioning_enable_priority_levels,1,168,68,1,,0.0,True,False,True,False,True,False,False,False
cart_inventory_availability_alerts,0,85,31,0,,0.0,False,True,False,False,False,True,False,False
order_notifications_enable_delivery_updates,1,180,69,0,,0.0,False,True,True,True,False,False,False,False
provisioning_enable_orchestration,1,139,55,0,,0.0,True,False,False,False,True,False,False,False
customer_enable_account_linking,1,170,74,0,,0.0,False,True,True,False,True,False,False,False
billing_enable_invoice_aging_analysis,1,167,37,0,,0.0,True,False,False,True,False,False,False,False
payment_recurring_enable_subscription_billing,1,203,66,0,,0.0,True,False,True,False,True,False,False,False
cart_fees_environmental_fees,1,185,56,1,,0.0,False,True,True,False,False,False,False,False
catalog_enable_ai_pricing,1,176,45,0,,0.0,True,False,False,False,False,False,False,False
inventory_enable_cost_allocation,1,343,78,0,,0.0,False,False,False,True,False,False,False,False
provisioning_enable_apn_config,1,120,48,1,,0.0,True,False,False,False,False,False,False,False
billing_enable_promotional_pricing,1,161,45,1,,0.0,False,True,False,False,True,False,False,False
cart_bundling_device_plan_bundles,0,86,51,0,,0.0,True,False,True,True,False,False,False,False
inventory_enable_cost_allocation,1,168,38,1,,0.0,True,False,False,False,False,False,False,False
customer_enable_customer_journey_tracking,1,259,104,0,,0.0,False,False,False,False,True,False,False,False
cart_inventory_warehouse_selection,0,133,58,0,,0.0,False,True,True,True,False,False,False,False
billing_enable_debit_memo_creation,1,139,63,0,,0.0,True,False,False,True,False,False,False,False
provisioning_enable_inter_carrier_communication,0,149,46,0,,0.0,False,False,False,False,True,False,False,False
customer_enable_billing_address,1,171,50,0,,0.0,False,True,True,False,False,True,False,False
customer_enable_language_preferences,0,102,49,0,,0.0,True,False,False,True,False,False,False,False
notification_sms_fragmentation_enable,1,157,58,1,,0.0,False,True,False,False,False,True,False,False
catalog_enable_bundle_publishing,1,147,54,0,,0.0,True,False,False,False,True,False,False,False
cart_compatibility_device_service_compatibility,1,114,63,0,,0.0,True,False,False,True,False,False,False,False
payment_dispute_enable_dispute_management,1,284,73,0,,0.0,False,False,False,False,False,True,False,False
payment_transaction_enable_payment_settlement,1,181,63,0,,0.0,False,True,False,False,True,False,False,False
provisioning_enable_encryption,1,145,65,0,,0.0,True,False,False,False,False,False,False,False
catalog_enable_regional_pricing,1,174,69,0,,0.0,True,False,True,True,False,False,False,False
customer_enable_profile_completion_tracking,1,190,45,0,,0.0,False,True,False,False,False,True,False,False
billing_enable_invoice_numbering,1,150,46,0,,0.0,False,True,False,False,False,True,False,False
billing_enable_installment_management,1,178,42,0,,0.0,False,True,True,False,False,True,False,False
customer_enable_billing_notification,1,262,92,0,,0.0,False,False,False,False,False,False,False,False
cart_tax_compliance,1,128,61,1,,0.0,True,False,False,True,False,False,False,False
catalog_enable_availability_check,1,153,51,0,,0.0,False,True,False,True,False,False,False,False
notification_dnd_checks_enable,1,134,42,0,,0.0,True,False,False,False,False,True,False,False
payment_refund_enable_refund_automation,1,133,50,0,,0.0,False,True,True,True,False,False,False,False
cart_inventory_availability_alerts,1,178,63,0,,0.0,True,False,False,True,False,False,False,False
inventory_enable_equipment_depreciation,1,141,51,1,,0.0,True,False,True,False,True,False,False,False
notification_senderid_whitelist_enable,1,130,54,0,,0.0,True,False,False,False,True,False,False,False
payment_method_enable_debit_card,1,144,66,0,,0.0,True,False,True,False,True,False,False,False
customer_enable_communication_preferences,1,303,68,0,,0.0,False,False,False,False,True,False,False,False
billing_enable_promotional_pricing,1,287,92,0,,0.0,False,False,True,True,False,False,False,False
billing_enable_payment_plan_creation,0,106,57,0,,0.0,False,False,True,False,True,False,False,False
order_compliance_enable_compliance_reporting,1,176,73,0,,0.0,True,False,True,False,False,True,False,False
payment_currency_enable_currency_conversion,1,181,56,0,,0.0,False,True,False,False,True,False,False,False
catalog_enable_plan_customization,1,146,52,0,,0.0,False,True,False,False,False,False,False,False
notification_failover_enable,0,117,34,0,,0.0,True,False,False,False,True,False,False,False
inventory_enable_cross_warehouse_transfer,1,337,104,0,,0.0,False,False,False,False,False,False,False,False
cart_fees_activation_fees,1,172,63,0,,0.0,True,False,False,True,False,False,False,False
cart_product_management_product_sorting,0,132,34,0,,0.0,False,False,True,False,False,True,False,False
inventory_enable_demand_planning,0,127,31,0,,0.0,True,False,True,False,True,False,False,False
provisioning_enable_voice_config,1,216,78,0,,0.0,False,False,False,False,False,True,False,False
inventory_enable_supplier_orders,1,119,72,0,,0.0,True,False,False,True,False,False,False,False
customer_enable_manual_renewal,1,173,43,0,,0.0,True,False,False,False,False,False,False,False
inventory_enable_equipment_tracking,1,135,53,0,,0.0,True,False,True,False,False,True,False,False
billing_enable_invoice_history,1,176,64,1,,0.0,False,True,True,False,True,False,False,False
billing_enable_write_off_management,1,329,72,1,,0.0,False,False,True,True,False,False,False,False
catalog_enable_volume_pricing,1,135,59,1,,0.0,True,False,False,False,False,True,False,False
order_analytics_enable_shipping_analytics,0,129,54,0,,0.0,True,False,False,False,False,False,False,False
cart_offers_loyalty_rewards,1,126,49,0,,0.0,False,True,False,False,False,True,False,False
cart_inventory_warehouse_selection,1,162,67,0,,0.0,False,True,False,False,False,True,False,False
catalog_enable_review_ratings,1,152,61,0,,0.0,False,True,False,False,False,True,False,False
customer_enable_contract_templates,1,226,76,0,,0.0,False,False,True,False,True,False,False,False
cart_inventory_pre_order_support,0,137,47,0,,0.0,True,False,True,False,True,False,False,False
payment_dispute_enable_dispute_tracking,0,129,30,0,,0.0,True,False,True,False,False,False,False,False
payment_billing_enable_usage_based_billing,1,156,44,0,,0.0,False,True,True,True,False,False,False,False
catalog_enable_device_pricing,0,118,45,0,,0.0,True,False,False,False,True,False,False,False
order_provisioning_enable_service_provisioning,0,138,33,0,,0.0,True,False,False,True,False,False,False,False
auth_enable_email_verification,1,183,55,1,,0.0,True,False,False,False,False,False,False,False
customer_enable_billing_notification,1,165,45,0,,0.0,False,True,True,False,True,False,False,False
cart_bundling_create_bundles,1,267,86,0,,0.0,False,False,True,False,False,False,False,False
catalog_enable_regional_availability,0,106,44,0,,0.0,False,False,True,False,True,False,False,False
cart_pricing_volume_discounts,1,248,82,1,,0.0,False,False,False,False,True,False,False,False
cart_offers_loyalty_rewards,1,194,59,0,,0.0,False,True,False,False,True,False,False,False
order_provisioning_enable_service_provisioning,1,315,97,0,,0.0,False,False,True,False,False,True,False,False
provisioning_enable_service_upgrade,1,119,39,0,,0.0,True,False,False,False,True,False,False,False
cart_financing_financing_options,1,176,57,0,,0.0,False,True,True,False,True,False,False,False
catalog_enable_dynamic_pricing,0,117,43,0,,0.0,False,False,False,False,False,True,False,False
billing_enable_scheduled_invoices,0,119,40,0,,0.0,False,False,True,False,False,False,False,False
customer_enable_profile_completion_tracking,1,161,49,0,,0.0,True,False,True,False,True,False,False,False
cart_checkout_multiple_payment_methods,0,111,46,0,,0.0,False,False,True,True,False,False,False,False
customer_enable_customer_segmentation,1,162,57,0,,0.0,False,True,False,True,False,False,False,False
payment_reconciliation_enable_transaction_matching,1,154,50,0,,0.0,False,True,True,False,True,False,False,False
cart_financing_lease_options,1,252,80,0,,0.0,False,False,True,True,False,False,False,False
catalog_enable_device_catalog,1,136,53,0,,0.0,False,True,False,False,True,False,False,False
cart_operations_saved_for_later,1,249,67,0,,0.0,False,False,True,True,False,False,False,False
customer_enable_communication_channel_preference,1,185,50,0,,0.0,False,True,True,False,True,False,False,False
provisioning_enable_service_upgrade,1,147,44,0,,0.0,True,False,True,False,True,False,False,False
provisioning_enable_performance_metrics,0,97,36,0,,0.0,True,False,True,False,True,False,False,False
catalog_enable_view_analytics,1,166,51,0,,0.0,False,True,False,False,True,False,False,False
cart_operations_anonymous_cart,1,178,51,0,,0.0,True,False,False,True,False,False,False,False
cart_notifications_deal_notifications,1,168,64,0,,0.0,False,True,True,False,False,True,False,False
cart_inventory_backorder_support,0,93,53,0,,0.0,False,True,True,False,True,False,False,False
cart_financing_installment_plans,0,113,41,0,,0.0,False,False,True,False,True,False,False,False
billing_enable_subscription_discount,1,317,97,0,,0.0,False,False,True,True,False,False,False,False
cart_offers_flash_sales,0,148,38,0,,0.0,True,False,True,False,False,False,False,False
customer_enable_document_upload,1,171,65,1,,0.0,False,True,False,False,False,False,False,False
cart_offers_free_shipping_offers,1,125,47,0,,0.0,True,False,False,True,False,False,False,False
cart_inventory_pre_order_support,1,181,48,0,,0.0,True,False,True,False,False,False,False,False
notification_senderid_whitelist_enable,1,189,70,0,,0.0,False,True,False,False,False,False,False,False
notification_channel_sms_enable,1,142,66,0,,0.0,False,True,False,False,False,False,False,False
payment_reconciliation_enable_discrepancy_handling,1,179,54,0,,0.0,False,True,False,False,False,False,False,False
catalog_enable_category_recommendations,1,236,80,0,,0.0,False,False,True,False,False,True,False,False
auth_enable_2fa,1,137,63,0,,0.0,False,True,True,False,False,False,False,False
inventory_enable_lot_tracking,0,130,50,0,,0.0,False,True,True,False,False,True,False,False
cart_bundling_plan_bundling,1,130,42,0,,0.0,False,True,True,False,False,True,False,False
inventory_enable_cost_allocation,1,142,64,0,,0.0,False,True,True,False,False,False,False,False
inventory_enable_cross_warehouse_transfer,1,159,48,0,,0.0,False,True,True,False,False,True,False,False
cart_operations_saved_for_later,1,167,62,0,,0.0,True,False,True,False,False,True,False,False
payment_recurring_enable_subscription_billing,1,169,63,0,,0.0,True,False,True,False,True,False,False,False
customer_enable_churn_prediction,1,162,48,0,,0.0,False,True,False,False,False,False,False,False
billing_enable_scheduled_invoices,0,118,36,0,,0.0,False,True,False,False,False,True,False,False
catalog_enable_plan_bundling,0,143,42,0,,0.0,True,False,True,True,False,False,False,False
catalog_enable_discount_rules,1,164,48,0,,0.0,True,False,True,False,False,False,False,False
catalog_enable_regional_availability,1,209,59,1,,0.0,False,False,True,False,False,True,False,False
payment_currency_enable_currency_conversion,1,191,45,0,,0.0,False,True,False,False,True,False,False,False
customer_enable_contract_templates,0,148,40,0,,0.0,True,False,True,True,False,False,False,False
