flag_name,flag_on,traffic,user,region,latency,cpu,error
catalog_enable_category_hierarchy,0,low,mobile,EU,154,60,0
provisioning_enable_data_config,1,low,mobile,EU,170,57,0
order_notifications_enable_delivery_updates,0,medium,mobile,APAC,111,46,0
provisioning_enable_carrier_routing,1,low,web,APAC,148,54,0
notification_consent_checks_enable,0,medium,mobile,LATAM,170,52,0
order_lifecycle_enable_modification,1,low,mobile,US,138,47,0
payment_refund_enable_partial_refund,1,high,web,APAC,148,54,0
inventory_enable_supplier_orders,0,medium,mobile,US,134,42,0
provisioning_enable_service_termination,1,medium,web,LATAM,124,65,0
catalog_enable_inventory_sync,1,low,mobile,US,138,41,0
auth_enable_session_timeout,1,high,web,US,162,54,0
cart_analytics_funnel_analysis,1,low,mobile,APAC,132,62,0
provisioning_enable_msisdn_allocation,0,medium,web,LATAM,129,51,0
cart_compatibility_sim_card_compatibility,1,medium,mobile,US,133,43,0
customer_enable_sanctions_screening,1,high,web,APAC,102,55,0
customer_enable_account_hierarchy,1,low,web,LATAM,114,49,0
catalog_enable_bulk_upload,1,medium,web,LATAM,109,47,0
inventory_enable_equipment_maintenance,1,low,web,US,160,50,0
provisioning_enable_security_groups,0,low,mobile,US,120,49,1
cart_offers_loyalty_rewards,1,low,web,APAC,167,60,0
notification_senderid_whitelist_enable,0,medium,mobile,LATAM,140,61,0
payment_recurring_enable_billing_schedule,1,low,web,US,151,51,0
payment_method_enable_buy_now_pay_later,0,medium,mobile,APAC,132,64,1
inventory_enable_forecasting,1,medium,web,US,140,61,0
provisioning_enable_service_status_updates,1,high,web,EU,111,40,0
order_fulfillment_enable_order_allocation,0,high,mobile,US,106,50,0
customer_enable_language_preferences,1,medium,web,EU,102,59,0
cart_operations_purchase_order,0,high,web,LATAM,134,40,0
payment_method_enable_buy_now_pay_later,1,low,mobile,LATAM,113,52,0
customer_enable_sanctions_screening,1,low,mobile,US,141,49,0
customer_enable_account_migration,1,high,web,EU,129,47,0
payment_advanced_enable_payment_optimization,1,medium,web,LATAM,165,62,0
billing_handle_orphaned_invoices,0,low,web,APAC,106,58,0
provisioning_enable_latency_control,1,medium,mobile,LATAM,156,58,0
payment_refund_enable_refund_automation,0,medium,mobile,EU,147,55,0
customer_enable_signature_capture,1,low,mobile,APAC,104,46,0
cart_financing_buy_now_pay_later,1,medium,web,US,140,53,0
customer_enable_plan_change,1,medium,web,LATAM,111,60,0
billing_enable_payment_reconciliation,1,high,web,LATAM,150,49,0
inventory_enable_order_allocation,0,high,web,EU,153,55,0
cart_analytics_funnel_analysis,1,medium,mobile,EU,145,42,0
billing_enable_scheduled_invoices,0,medium,web,LATAM,119,48,0
cart_product_management_product_search,1,low,mobile,EU,168,43,0
catalog_enable_plan_customization,0,low,mobile,US,136,48,0
provisioning_enable_slice_isolation,1,low,web,APAC,126,57,0
catalog_enable_search_analytics,1,high,mobile,LATAM,100,53,0
cart_product_management_personalization,1,low,mobile,US,124,60,0
billing_handle_orphaned_invoices,0,medium,web,EU,167,40,0
inventory_enable_stock_counting,0,medium,web,APAC,165,59,0
inventory_enable_supplier_pricing,1,medium,mobile,APAC,107,53,0
cart_fees_processing_fees,1,low,web,APAC,117,64,0
provisioning_enable_firewall_config,1,low,web,US,150,61,0
inventory_enable_supplier_pricing,0,low,mobile,LATAM,125,48,0
billing_enable_coupon_management,0,low,web,EU,122,58,1
inventory_enable_product_lifecycle_management,1,high,web,EU,147,51,0
billing_enable_unmatched_invoice_handling,1,medium,mobile,EU,147,62,1
inventory_enable_equipment_depreciation,1,medium,web,APAC,146,46,0
order_notifications_enable_delivery_updates,1,low,mobile,LATAM,110,41,0
provisioning_enable_overage_charges,1,medium,mobile,EU,123,51,0
payment_analytics_enable_payment_analytics,1,low,web,LATAM,149,59,0
billing_enable_credit_memo_creation,1,low,mobile,US,155,40,0
order_provisioning_enable_device_shipping,1,high,mobile,LATAM,134,52,0
order_pricing_enable_billing_sync,1,high,mobile,LATAM,159,56,0
cart_product_management_product_filtering,1,medium,web,APAC,529,95,1
customer_enable_communication_preferences,0,medium,mobile,EU,136,58,0
cart_notifications_deal_notifications,0,low,web,LATAM,133,42,0
inventory_enable_end_of_life_management,1,high,mobile,LATAM,125,51,0
catalog_enable_purchase_analytics,1,low,web,US,100,64,0
customer_enable_activation_delay,0,low,web,APAC,142,54,0
inventory_enable_inventory_adjustment,0,medium,web,EU,131,40,0
order_notifications_enable_order_updates,0,medium,web,EU,166,41,0
inventory_enable_warehouse_assignment,1,low,mobile,EU,131,53,0
customer_enable_churn_prediction,0,medium,mobile,US,155,58,0
notification_audit_enable,1,low,web,US,103,61,0
catalog_enable_regional_availability,1,medium,web,US,128,45,0
billing_enable_write_off_management,0,low,mobile,APAC,143,42,0
customer_enable_billing_notification,0,medium,mobile,LATAM,122,52,0
provisioning_enable_usage_tracking,0,low,web,EU,140,40,0
catalog_enable_device_availability,0,low,mobile,LATAM,162,59,0
catalog_enable_product_reviews,1,high,web,EU,142,53,0
payment_currency_enable_currency_rate_management,0,medium,mobile,LATAM,120,58,0
cart_product_management_addon_products,1,low,web,LATAM,136,62,0
cart_product_management_device_products,0,low,mobile,US,151,51,1
payment_billing_enable_billing_cycle_management,0,low,mobile,EU,123,52,0
inventory_enable_order_packing,1,low,mobile,EU,107,42,0
customer_enable_manual_renewal,1,high,web,LATAM,138,54,0
inventory_enable_equipment_registration,1,low,mobile,APAC,135,51,0
provisioning_enable_security_groups,1,low,web,EU,155,62,0
provisioning_enable_smart_provisioning,1,medium,web,LATAM,100,47,0
auth_enable_mfa,0,low,mobile,US,112,45,0
provisioning_enable_network_config,1,low,mobile,US,155,56,0
catalog_enable_backorder,0,high,web,LATAM,116,44,0
customer_enable_profile_completion_tracking,0,medium,mobile,APAC,116,46,0
customer_enable_bulk_operations,1,low,web,US,164,48,0
payment_billing_enable_billing_cycle_management,1,medium,mobile,EU,146,64,0
customer_enable_invoice_access,0,low,mobile,US,100,61,1
cart_operations_cart_recovery,1,low,web,US,159,60,0
catalog_enable_plan_customization,1,high,web,US,136,42,0
catalog_enable_review_ratings,0,low,mobile,EU,113,56,0
customer_enable_profile_image,1,low,mobile,EU,147,55,0
inventory_enable_cost_allocation,0,medium,mobile,LATAM,119,43,0
notification_rate_msisdn_enable,1,low,web,LATAM,137,55,0
provisioning_enable_notifications,1,high,mobile,LATAM,100,61,0
inventory_enable_warehouse_location_management,1,medium,web,EU,166,59,0
notification_channel_sms_enable,1,medium,mobile,APAC,126,41,0
billing_enable_transaction_history,1,medium,web,LATAM,122,50,0
order_provisioning_enable_device_shipping,1,low,mobile,US,105,65,0
notification_senderid_whitelist_enable,1,high,mobile,EU,158,56,0
customer_enable_addon_management,1,medium,mobile,APAC,136,50,0
inventory_enable_order_packing,1,medium,mobile,EU,117,55,0
provisioning_enable_carrier_specific_config,1,low,mobile,EU,104,44,0
provisioning_enable_add_on_management,0,low,mobile,EU,131,45,0
order_provisioning_enable_device_shipping,1,medium,mobile,APAC,126,44,0
customer_enable_data_export,0,high,mobile,EU,100,60,0
payment_notification_enable_invoice_notification,0,medium,mobile,EU,142,45,0
billing_enable_promotional_pricing,0,medium,web,APAC,151,52,0
inventory_enable_lot_tracking,1,low,mobile,LATAM,125,61,0
customer_enable_termination,0,medium,mobile,EU,145,56,0
provisioning_enable_traffic_shaping,0,low,mobile,EU,139,49,0
cart_checkout_billing_address_validation,1,medium,mobile,EU,137,49,0
inventory_enable_stock_level_management,1,medium,web,EU,122,63,0
provisioning_enable_audit_logs,0,low,mobile,US,168,43,0
cart_inventory_reserve_items,1,medium,mobile,US,131,48,0
provisioning_enable_smart_provisioning,0,low,web,APAC,166,54,0
provisioning_enable_priority_levels,1,medium,mobile,EU,103,42,0
customer_enable_activation_delay,1,medium,web,US,104,53,0
cart_analytics_session_tracking,1,low,mobile,APAC,120,57,1
catalog_enable_device_reviews,1,medium,mobile,APAC,112,40,0
cart_inventory_hold_duration,1,high,web,LATAM,134,54,0
auth_enable_profile_edit,0,high,mobile,EU,139,54,0
cart_tax_compliance,1,medium,web,APAC,153,43,0
catalog_enable_bundle_pricing,1,low,mobile,APAC,142,57,0
cart_bundling_bundle_conflicts,1,medium,web,APAC,128,47,0
catalog_enable_availability_check,1,low,web,EU,120,53,0
notification_rate_msisdn_enable,1,low,mobile,EU,138,54,0
payment_notification_enable_payment_failure_notification,1,high,web,LATAM,143,53,1
catalog_enable_review_moderation,1,medium,web,LATAM,159,57,0
notification_idempotency_enable,1,medium,web,US,142,53,0
cart_product_management_recommendations,1,low,mobile,US,168,45,0
cart_bundling_bundle_pricing,0,low,mobile,EU,121,52,0
cart_bundling_bundle_pricing,1,low,web,APAC,119,43,0
payment_dispute_enable_dispute_management,1,high,web,EU,121,64,0
billing_enable_payment_history,1,medium,mobile,LATAM,103,49,0
cart_inventory_hold_duration,1,medium,web,EU,143,48,0
provisioning_enable_quota_management,0,medium,mobile,US,133,46,0
inventory_enable_forecasting,1,high,web,EU,109,59,0
customer_enable_notification_preferences,1,low,web,US,104,53,0
customer_enable_language_preferences,1,medium,web,LATAM,115,65,0
catalog_enable_bundle_recommendations,1,medium,mobile,EU,105,48,0
inventory_enable_demand_planning,1,high,mobile,US,113,58,0
payment_recurring_enable_billing_schedule,1,high,web,LATAM,141,44,0
inventory_enable_supplier_management,1,medium,mobile,US,126,61,0
order_compliance_enable_order_retention,0,medium,mobile,LATAM,157,44,0
billing_enable_penalty_assessment,1,low,mobile,US,115,65,0
customer_enable_aml_check,0,low,web,APAC,152,46,0
billing_tax_by_region,0,medium,web,APAC,166,41,0
provisioning_enable_encryption,1,low,mobile,LATAM,157,55,0
cart_operations_bulk_order,1,low,mobile,EU,166,40,0
catalog_enable_bundle_publishing,1,low,mobile,US,110,55,0
order_pricing_enable_tax_calculation,0,low,web,APAC,138,56,0
provisioning_enable_service_suspension,0,high,mobile,US,108,43,0
cart_product_management_product_comparison,1,low,web,US,142,50,0
billing_enable_invoice_reminders,1,low,mobile,EU,167,40,0
notification_retry_enable,1,medium,mobile,APAC,102,59,0
order_fulfillment_enable_shipping,0,high,web,APAC,150,62,0
catalog_enable_predictive_inventory,1,medium,mobile,EU,150,55,0
customer_enable_profile_completion_tracking,1,high,web,LATAM,104,42,0
catalog_enable_device_availability,0,low,mobile,US,111,42,0
provisioning_enable_auto_scaling,1,medium,web,LATAM,112,58,0
cart_analytics_session_tracking,0,low,mobile,EU,149,49,1
order_inventory_enable_stock_checking,0,medium,web,US,164,54,0
cart_tax_by_region,0,low,web,LATAM,138,47,0
cart_operations_cart_sharing,1,medium,web,US,106,63,0
inventory_enable_stock_counting,0,medium,web,US,108,65,0
catalog_enable_review_images,1,high,mobile,LATAM,105,42,0
customer_enable_profile_completion_tracking,1,low,mobile,EU,138,42,0
provisioning_enable_usage_tracking,1,low,web,EU,116,56,1
customer_enable_data_anonymization,1,medium,mobile,APAC,117,41,0
provisioning_enable_call_forwarding,1,low,mobile,EU,103,52,0
cart_pricing_loyalty_discounts,0,high,mobile,EU,133,57,0
cart_fees_environmental_fees,1,low,mobile,APAC,146,51,0
billing_enable_bundle_discounts,1,low,mobile,US,160,63,0
cart_financing_financing_options,0,high,mobile,LATAM,118,42,0
order_provisioning_enable_service_provisioning,1,medium,web,APAC,110,49,0
order_compliance_enable_audit_logging,1,medium,mobile,LATAM,142,41,0
customer_enable_data_anonymization,1,low,mobile,EU,108,45,0
inventory_enable_cross_warehouse_transfer,1,medium,mobile,APAC,125,45,0
catalog_enable_review_images,1,high,web,EU,164,43,0
cart_fees_shipping_fees,1,high,web,APAC,146,49,0
cart_operations_purchase_order,1,low,web,US,170,48,0
provisioning_enable_throttling,1,low,mobile,APAC,115,40,0
notification_rate_msisdn_enable,1,high,mobile,US,149,63,0
payment_recurring_enable_billing_schedule,1,low,web,US,150,52,0
order_products_enable_service_products,1,medium,web,LATAM,146,61,0
cart_product_management_device_products,1,medium,mobile,EU,140,51,0
catalog_enable_regional_availability,0,medium,mobile,EU,148,62,0
notification_templates_enable,0,high,mobile,US,116,50,0
payment_analytics_enable_revenue_analytics,1,low,web,LATAM,142,62,0
order_products_enable_bundle_products,1,medium,web,US,139,48,0
provisioning_enable_dlp,1,high,web,APAC,109,63,0
customer_enable_aml_check,1,low,web,US,106,59,0
order_compliance_enable_order_retention,0,medium,web,LATAM,132,61,0
cart_product_management_addon_products,0,medium,web,LATAM,151,63,0
inventory_enable_equipment_tracking,0,medium,mobile,US,100,57,0
auth_enable_profile_edit,0,low,web,APAC,104,41,0
cart_bundling_device_plan_bundles,1,low,web,US,124,45,0
cart_pricing_volume_discounts,1,low,web,LATAM,145,41,0
notification_consent_checks_enable,1,high,web,APAC,167,59,0
catalog_enable_device_images,1,medium,mobile,APAC,136,60,0
inventory_enable_cost_tracking,1,high,web,EU,128,52,0
provisioning_enable_slice_isolation,1,medium,mobile,US,112,55,0
payment_currency_enable_currency_rate_management,0,low,web,LATAM,116,59,0
catalog_enable_preorder,0,high,web,APAC,128,40,0
cart_compatibility_device_plan_matching,1,low,web,EU,136,52,0
provisioning_enable_alerts,0,high,web,APAC,120,65,0
cart_checkout_shipping_address_validation,1,medium,web,US,132,40,0
inventory_enable_equipment_depreciation,1,medium,web,LATAM,109,47,0
customer_enable_address_management,1,low,web,APAC,166,52,0
payment_reconciliation_enable_payment_reconciliation,0,medium,mobile,LATAM,112,54,0
customer_enable_cookie_preferences,1,low,mobile,LATAM,152,61,0
cart_tax_calculation,0,low,web,LATAM,106,61,0
inventory_enable_forecasting,1,medium,mobile,APAC,137,55,0
cart_offers_free_shipping_offers,0,medium,mobile,US,106,43,0
cart_bundling_create_bundles,1,high,web,EU,131,57,0
customer_enable_termination,1,low,web,APAC,166,41,0
provisioning_enable_performance_metrics,1,medium,mobile,APAC,104,59,0
provisioning_enable_slice_management,1,low,web,APAC,137,40,0
catalog_enable_purchase_analytics,1,high,web,LATAM,126,60,0
order_inventory_enable_stock_checking,1,low,web,APAC,125,47,0
catalog_enable_category_recommendations,1,low,mobile,LATAM,104,64,1
inventory_enable_forecasting,1,low,web,APAC,151,56,0
customer_enable_billing_notification,1,low,mobile,US,157,48,0
inventory_enable_warehouse_assignment,1,high,web,APAC,104,49,0
notification_multichannel_enable,1,medium,web,APAC,159,43,0
catalog_enable_product_categorization,1,low,mobile,EU,133,48,0
order_inventory_enable_reserve_items,1,low,mobile,US,132,47,0
catalog_enable_bundle_pricing,1,medium,web,US,157,60,0
cart_fees_service_fees,0,low,web,US,146,58,0
payment_dispute_enable_dispute_management,1,low,web,APAC,150,53,0
customer_enable_profile_completion_tracking,0,medium,web,US,102,48,0
catalog_enable_device_reviews,1,medium,web,LATAM,149,55,0
catalog_enable_product_reviews,0,medium,mobile,APAC,157,53,0
payment_recurring_enable_recurring_charges,1,medium,web,APAC,124,52,0
payment_transaction_enable_payment_authorization,0,medium,web,EU,130,49,0
catalog_enable_product_versioning,1,low,web,APAC,137,57,0
payment_billing_enable_invoice_billing,1,medium,mobile,US,111,56,0
billing_enable_invoice_generation,0,low,mobile,APAC,112,64,0
notification_consent_checks_enable,1,medium,web,APAC,147,60,0
inventory_enable_order_fulfillment,1,high,mobile,APAC,121,56,0
billing_tax_compliance,1,low,web,APAC,142,42,0
cart_inventory_real_time_sync,1,medium,mobile,EU,100,42,0
order_lifecycle_enable_cancellation,1,low,web,LATAM,112,47,0
auth_enable_passwordless,1,low,web,LATAM,154,45,0
cart_operations_cart_merge,1,low,web,APAC,103,43,0
provisioning_enable_roaming_config,0,low,mobile,LATAM,126,55,0
cart_financing_lease_options,0,low,web,APAC,110,44,0
payment_transaction_enable_single_payment,1,low,mobile,EU,141,42,0
customer_enable_account_linking,1,low,web,APAC,145,53,0
cart_checkout_shipping_address_validation,1,high,mobile,EU,166,47,0
notification_consent_checks_enable,1,low,mobile,EU,147,51,0
payment_dispute_enable_chargeback_handling,1,medium,mobile,LATAM,120,47,0
cart_bundling_device_plan_bundles,1,low,web,EU,134,60,0
cart_bundling_bundle_conflicts,0,high,web,APAC,124,58,0
provisioning_enable_sim_activation,1,medium,mobile,LATAM,106,63,0
notification_routing_enable,1,medium,mobile,EU,168,54,0
customer_enable_document_upload,0,low,mobile,US,160,41,0
billing_enable_bundle_discounts,0,low,mobile,LATAM,112,51,0
payment_refund_enable_full_refund,0,medium,mobile,LATAM,137,64,0
provisioning_enable_usage_tracking,0,medium,mobile,APAC,159,41,0
billing_enable_transaction_history,1,low,web,US,170,48,1
cart_fees_service_fees,1,low,web,US,108,45,0
catalog_enable_product_deletion,1,medium,mobile,LATAM,115,48,0
order_notifications_enable_order_confirmation,1,high,mobile,US,135,44,0
cart_bundling_device_plan_bundles,1,low,web,LATAM,151,41,0
provisioning_enable_overage_charges,1,low,mobile,LATAM,159,44,0
customer_enable_phone_verification,1,medium,mobile,EU,117,55,0
catalog_enable_discount_rules,0,low,mobile,US,121,40,0
customer_enable_notification_preferences,1,high,mobile,EU,146,58,0
order_pricing_enable_discount_application,1,medium,web,US,167,58,0
cart_checkout_payment_gateway_integration,1,low,web,APAC,104,50,0
customer_enable_dormant_account_management,0,low,web,US,144,48,0
cart_notifications_price_drop_alerts,0,low,web,US,142,44,0
customer_enable_cookie_preferences,1,low,mobile,APAC,130,46,0
catalog_enable_device_catalog,0,high,mobile,US,137,42,0
cart_operations_anonymous_cart,0,high,web,APAC,130,65,0
customer_enable_behavior_analytics,1,medium,mobile,APAC,151,63,0
cart_checkout_express_checkout,1,low,mobile,LATAM,106,52,0
payment_reconciliation_enable_payment_reconciliation,0,medium,mobile,LATAM,133,46,0
order_provisioning_enable_service_provisioning,0,low,mobile,APAC,159,59,0
provisioning_enable_service_status_updates,1,low,mobile,LATAM,168,41,0
auth_enable_passwordless,0,high,mobile,APAC,159,55,0
cart_offers_bundle_offers,0,medium,web,EU,108,61,0
inventory_enable_warehouse_location_management,1,medium,mobile,LATAM,129,65,0
cart_bundling_create_bundles,1,high,web,APAC,100,46,0
catalog_enable_product_versioning,1,high,mobile,LATAM,129,64,0
cart_pricing_dynamic_pricing,0,low,web,US,106,51,0
payment_recurring_enable_billing_schedule,1,low,web,EU,159,48,0
provisioning_enable_recurring_charges,1,medium,web,US,120,40,0
catalog_enable_device_specifications,1,low,web,EU,116,49,0
order_provisioning_enable_activation_delay,0,high,web,APAC,168,55,0
cart_bundling_bundle_pricing,1,low,mobile,APAC,116,41,0
notification_audit_enable,0,high,mobile,LATAM,142,41,0
auth_enable_mfa,1,high,web,US,140,41,0
cart_offers_seasonal_offers,1,medium,web,APAC,138,62,0
cart_compatibility_device_plan_matching,1,high,web,EU,166,61,0
cart_operations_cart_sharing,1,low,mobile,US,136,50,0
billing_enable_advance_payment_tracking,0,medium,mobile,LATAM,147,44,0
notification_sms_fragmentation_enable,0,high,mobile,LATAM,155,44,0
notification_consent_checks_enable,1,medium,mobile,EU,110,47,0
provisioning_enable_throttling,1,medium,mobile,LATAM,117,62,0
cart_bundling_bundle_conflicts,1,high,web,US,124,40,0
cart_operations_cart_recovery,1,medium,web,LATAM,130,59,0
order_advanced_enable_ml_demand_forecasting,1,low,web,US,154,45,0
order_inventory_enable_reserve_items,1,low,web,US,170,45,0
billing_enable_reconciliation_automation,1,medium,web,APAC,143,62,0
provisioning_enable_voice_config,1,low,web,EU,160,58,0
payment_transaction_enable_single_payment,1,medium,web,APAC,128,63,0
order_inventory_enable_reserve_items,0,high,web,EU,133,59,0
cart_offers_bundle_offers,1,low,mobile,APAC,151,52,0
order_notifications_enable_order_confirmation,1,medium,web,US,117,43,0
cart_operations_anonymous_cart,1,low,web,APAC,140,64,0
provisioning_enable_latency_control,0,medium,web,EU,115,64,0
auth_enable_mfa,0,medium,mobile,APAC,167,55,0
cart_pricing_dynamic_pricing,0,medium,mobile,LATAM,145,45,0
customer_enable_plan_change,1,low,mobile,EU,137,65,0
order_fulfillment_enable_delivery_tracking,0,low,mobile,EU,163,45,1
customer_enable_gdpr_compliance,0,high,mobile,US,112,44,0
inventory_enable_stock_transfer,1,high,web,US,128,61,0
payment_transaction_enable_installment_payment,1,low,web,APAC,122,62,0
inventory_enable_cross_warehouse_transfer,1,medium,mobile,EU,159,55,1
cart_compatibility_device_plan_matching,0,high,web,APAC,100,53,0
auth_enable_mfa,1,high,web,EU,106,50,0
customer_enable_invoice_access,0,low,mobile,LATAM,151,40,0
provisioning_enable_5g_network,1,medium,mobile,LATAM,125,46,0
customer_enable_data_export,1,medium,mobile,US,134,44,0
catalog_enable_device_reviews,0,medium,mobile,APAC,146,55,0
notification_channel_ivr_enable,0,low,web,LATAM,108,49,0
inventory_enable_order_allocation,1,high,mobile,EU,137,54,0
catalog_enable_product_creation,1,high,web,LATAM,114,65,0
cart_bundling_bundle_recommendations,1,low,mobile,US,157,49,0
billing_enable_scheduled_invoices,1,high,mobile,APAC,154,49,0
cart_operations_bulk_order,1,high,web,LATAM,118,52,0
payment_recurring_enable_subscription_billing,1,medium,web,LATAM,158,65,0
catalog_enable_device_images,0,high,web,US,154,62,0
cart_financing_device_financing,1,low,mobile,LATAM,166,51,0
order_advanced_enable_predictive_inventory,1,low,web,US,120,64,0
payment_billing_enable_billing_notifications,0,high,web,EU,131,58,0
provisioning_enable_usage_analytics,1,low,web,EU,107,46,0
inventory_enable_demand_planning,1,low,mobile,LATAM,137,40,0
customer_enable_communication_preferences,1,low,web,US,115,61,0
inventory_enable_equipment_depreciation,1,medium,mobile,US,102,64,0
billing_enable_invoice_history,0,low,web,US,153,47,0
catalog_enable_stock_levels,1,high,web,LATAM,133,50,0
cart_compatibility_feature_compatibility,1,medium,mobile,APAC,139,56,0
cart_operations_purchase_order,0,medium,mobile,APAC,110,44,0
auth_enable_session_timeout,0,low,mobile,EU,106,50,0
cart_compatibility_feature_compatibility,1,low,mobile,EU,117,47,0
billing_tax_calculation,1,high,web,LATAM,135,65,0
customer_enable_account_migration,1,medium,web,EU,109,43,0
notification_idempotency_enable,1,high,web,EU,158,49,0
catalog_enable_plan_pricing,0,low,mobile,EU,101,59,0
catalog_enable_plan_pricing,0,low,mobile,APAC,117,50,0
inventory_enable_stock_level_management,1,high,mobile,APAC,165,43,0
provisioning_enable_imei_assignment,0,medium,web,APAC,129,56,0
payment_currency_enable_currency_conversion,0,high,mobile,LATAM,130,53,0
provisioning_enable_usage_analytics,1,high,mobile,EU,138,41,0
billing_enable_promotional_pricing,1,high,web,LATAM,154,46,0
auth_enable_mfa,1,low,web,LATAM,170,45,0
inventory_enable_warehouse_location_management,1,low,web,APAC,145,47,0
cart_fees_activation_fees,1,low,web,US,137,57,0
customer_enable_profile_image,0,low,mobile,LATAM,164,49,0
auth_enable_user_deactivation,1,low,web,US,129,46,0
order_provisioning_enable_device_shipping,1,medium,web,US,150,49,0
provisioning_enable_audit_logs,0,medium,web,EU,150,57,0
provisioning_enable_throttling,1,low,web,US,101,57,0
notification_idempotency_enable,1,high,web,EU,165,41,0
cart_pricing_segment_based_pricing,1,low,mobile,EU,145,41,0
provisioning_enable_plan_change,1,medium,mobile,LATAM,111,64,0
inventory_enable_order_fulfillment,1,medium,mobile,APAC,102,61,0
customer_enable_address_validation,1,low,mobile,APAC,100,64,0
catalog_enable_fulfillment_options,1,medium,mobile,LATAM,104,41,0
notification_consent_checks_enable,0,high,web,APAC,149,41,0
inventory_enable_inventory_adjustment,0,medium,mobile,APAC,151,54,0
catalog_enable_plan_customization,1,low,mobile,EU,134,65,0
customer_enable_suspension,0,low,mobile,US,113,57,0
billing_enable_invoice_generation,1,medium,mobile,LATAM,145,43,0
customer_enable_marketing_opt_in,0,high,mobile,EU,141,46,0
cart_bundling_service_bundles,1,low,web,US,131,57,0
order_products_enable_service_products,1,low,web,LATAM,105,54,0
payment_method_enable_buy_now_pay_later,0,low,web,EU,116,47,0
