flag_name,flag_on,traffic,user,region,latency,cpu,error
notification_audit_enable,1,low,web,LATAM,132,58,0
order_lifecycle_enable_order_tracking,1,medium,web,LATAM,186,63,0
cart_inventory_reserve_items,1,medium,mobile,APAC,175,70,0
catalog_enable_regional_availability,1,high,mobile,EU,294,78,0
cart_operations_bulk_order,1,low,mobile,EU,193,44,0
billing_enable_bundle_discounts,0,medium,mobile,EU,86,38,0
customer_enable_reactivation,1,low,mobile,APAC,158,50,0
catalog_enable_product_versioning,0,high,web,US,85,54,0
inventory_enable_inventory_adjustment,0,low,web,EU,96,45,0
catalog_enable_volume_pricing,1,medium,mobile,APAC,159,55,0
customer_enable_data_deletion,1,low,web,APAC,160,48,0
cart_pricing_volume_discounts,1,low,mobile,US,139,52,0
billing_enable_partial_payment_tracking,1,low,mobile,LATAM,136,58,0
catalog_enable_ai_pricing,1,medium,mobile,LATAM,196,52,0
inventory_enable_forecasting,1,low,mobile,EU,198,63,0
billing_enable_coupon_management,1,low,mobile,EU,161,65,0
provisioning_enable_encryption,1,low,web,EU,136,49,0
inventory_enable_equipment_registration,1,medium,mobile,LATAM,120,40,0
inventory_enable_equipment_tracking,1,medium,mobile,APAC,189,63,0
payment_transaction_enable_payment_settlement,0,low,web,EU,120,33,0
cart_inventory_real_time_sync,1,low,mobile,APAC,185,55,0
order_analytics_enable_fulfillment_analytics,0,low,web,EU,115,31,0
catalog_enable_review_ratings,0,high,mobile,US,81,48,0
catalog_enable_bundle_recommendations,1,low,web,APAC,165,44,0
provisioning_enable_authentication,1,low,web,APAC,117,50,0
provisioning_enable_msisdn_allocation,1,medium,mobile,LATAM,193,50,0
provisioning_enable_performance_metrics,0,high,web,EU,107,38,0
customer_enable_customer_journey_tracking,0,medium,web,US,132,44,0
catalog_enable_bundle_conflicts,0,low,mobile,LATAM,89,51,0
inventory_enable_product_lifecycle_management,1,medium,web,LATAM,128,62,0
inventory_enable_stock_counting,1,low,web,APAC,143,56,0
cart_bundling_plan_bundling,1,low,mobile,LATAM,112,60,0
provisioning_enable_latency_control,0,low,web,APAC,85,54,0
catalog_enable_bundle_conflicts,1,medium,mobile,EU,186,56,0
payment_method_enable_bank_transfer,1,medium,web,APAC,183,61,0
payment_currency_enable_multi_currency,1,medium,mobile,US,160,44,1
payment_dispute_enable_chargeback_handling,1,high,web,LATAM,290,83,1
provisioning_enable_provisioning_reports,1,low,mobile,EU,167,50,0
provisioning_enable_quota_management,1,low,web,APAC,205,41,0
cart_product_management_product_comparison,1,medium,web,EU,181,72,0
payment_method_enable_cryptocurrency,1,high,web,LATAM,391,81,0
notification_senderid_whitelist_enable,0,low,mobile,APAC,144,38,0
inventory_enable_valuation_methods,1,high,mobile,EU,309,94,1
payment_analytics_enable_revenue_analytics,1,low,web,EU,175,42,0
catalog_enable_bundle_management,1,high,mobile,EU,309,105,0
billing_tax_by_region,1,medium,mobile,US,127,49,0
inventory_enable_product_lifecycle_management,1,medium,web,APAC,188,57,0
cart_inventory_hold_duration,1,medium,web,EU,141,48,1
cart_inventory_pre_order_support,1,high,mobile,EU,260,84,0
payment_analytics_enable_payment_analytics,1,low,mobile,EU,126,49,0
provisioning_enable_performance_metrics,1,medium,web,EU,175,62,0
auth_enable_mfa,1,medium,mobile,EU,131,58,0
payment_notification_enable_payment_failure_notification,1,medium,mobile,EU,179,63,0
provisioning_enable_alerts,1,low,mobile,US,150,52,0
cart_notifications_promotional_notifications,1,low,mobile,APAC,151,57,0
provisioning_enable_performance_metrics,0,high,web,US,85,39,0
billing_enable_currency_rate_updates,1,medium,web,APAC,167,60,0
cart_offers_free_shipping_offers,1,high,mobile,EU,337,98,1
catalog_enable_bulk_upload,1,low,web,LATAM,171,37,0
customer_enable_age_verification,1,medium,mobile,LATAM,161,45,0
notification_rate_global_enable,1,low,web,US,178,74,0
customer_enable_churn_prediction,0,low,mobile,US,92,37,0
customer_enable_billing_notification,1,low,mobile,EU,159,62,0
inventory_enable_turnover_analysis,0,low,mobile,LATAM,110,57,0
cart_analytics_user_behavior_tracking,1,high,mobile,US,350,78,0
customer_enable_reactivation,1,medium,web,US,150,51,0
cart_pricing_time_based_pricing,1,low,web,EU,151,68,0
cart_tax_calculation,1,high,mobile,EU,196,89,1
inventory_enable_equipment_depreciation,1,low,mobile,US,142,66,0
billing_enable_late_fee_calculation,1,high,web,LATAM,376,78,0
provisioning_enable_service_termination,1,low,mobile,LATAM,160,63,0
payment_refund_enable_partial_refund,0,low,web,US,96,38,0
provisioning_enable_call_forwarding,1,low,mobile,LATAM,191,55,0
customer_enable_account_migration,1,medium,web,LATAM,171,69,0
payment_transaction_enable_payment_settlement,1,medium,mobile,LATAM,156,61,1
cart_analytics_user_behavior_tracking,1,low,web,US,178,40,0
provisioning_enable_carrier_routing,1,medium,web,LATAM,172,62,1
provisioning_enable_imei_assignment,1,low,web,EU,167,47,0
payment_advanced_enable_payment_optimization,0,low,web,LATAM,83,49,0
cart_pricing_time_based_pricing,1,low,mobile,APAC,143,48,0
catalog_enable_warehouse_management,1,low,web,US,191,47,0
customer_enable_customer_journey_tracking,1,medium,web,US,158,40,0
inventory_enable_supplier_management,1,medium,mobile,LATAM,166,42,0
customer_enable_account_linking,0,medium,mobile,APAC,85,37,0
provisioning_enable_firewall_config,0,low,web,EU,112,39,0
auth_enable_email_verification,1,medium,web,LATAM,182,65,0
provisioning_enable_voicemail,1,low,web,LATAM,106,54,0
provisioning_enable_apn_config,1,medium,mobile,US,171,37,0
provisioning_enable_overage_charges,1,medium,mobile,US,161,65,0
payment_currency_enable_multi_currency,1,low,mobile,APAC,138,46,0
customer_enable_account_migration,1,low,mobile,APAC,124,44,0
customer_enable_email_verification,1,high,web,EU,336,96,0
provisioning_enable_priority_levels,1,high,mobile,EU,346,73,1
provisioning_enable_data_config,0,medium,mobile,LATAM,137,31,0
cart_pricing_volume_discounts,0,medium,web,LATAM,139,48,0
cart_offers_referral_offers,1,low,web,APAC,169,51,0
cart_operations_quick_order,1,low,web,EU,133,49,0
provisioning_enable_network_config,0,low,mobile,LATAM,132,54,0
provisioning_enable_firewall_config,0,medium,mobile,US,122,33,0
payment_billing_enable_invoice_billing,0,medium,web,APAC,90,48,0
order_products_enable_bundle_products,1,medium,mobile,EU,145,50,0
order_lifecycle_enable_order_status_history,1,medium,web,LATAM,166,51,0
customer_enable_registration,1,high,web,EU,309,66,0
catalog_enable_product_versioning,1,high,web,APAC,240,81,1
cart_notifications_abandoned_cart_notifications,1,high,mobile,US,325,82,1
cart_offers_flash_sales,1,medium,mobile,LATAM,160,53,0
inventory_enable_valuation_methods,1,medium,mobile,EU,163,62,0
billing_enable_invoice_aging_analysis,1,high,web,US,283,77,0
payment_recurring_enable_billing_schedule,0,high,mobile,APAC,83,43,0
catalog_enable_fulfillment_options,1,low,web,APAC,148,36,0
provisioning_enable_slice_isolation,1,low,web,APAC,168,64,0
auth_enable_audit_logging,1,low,web,EU,208,73,0
cart_notifications_price_drop_alerts,0,low,web,EU,133,50,0
payment_transaction_enable_single_payment,0,high,mobile,US,145,48,0
customer_enable_communication_preferences,0,low,mobile,EU,133,35,0
billing_enable_scheduled_invoices,1,low,web,LATAM,200,42,1
inventory_enable_obsolescence_tracking,1,low,web,APAC,170,59,0
cart_fees_environmental_fees,1,low,mobile,APAC,151,68,0
cart_operations_quick_order,0,medium,mobile,US,117,36,0
customer_enable_phone_verification,1,low,mobile,LATAM,185,50,0
customer_enable_manual_approval,0,high,web,APAC,114,33,0
payment_recurring_enable_billing_schedule,1,medium,mobile,APAC,154,55,1
catalog_enable_predictive_inventory,0,low,mobile,US,135,49,1
customer_enable_identity_verification,1,low,web,APAC,165,53,0
customer_enable_data_retention_policy,1,low,web,APAC,195,43,0
provisioning_enable_service_downgrade,1,medium,web,US,156,72,0
billing_enable_currency_rate_updates,0,low,mobile,APAC,129,60,0
provisioning_enable_latency_control,0,medium,mobile,APAC,136,54,0
customer_enable_bulk_operations,1,low,mobile,EU,125,42,0
catalog_enable_view_analytics,0,high,mobile,EU,116,52,0
catalog_enable_device_images,0,low,web,LATAM,102,58,0
billing_enable_subscription_discount,1,high,mobile,APAC,336,85,1
cart_checkout_one_step_checkout,1,medium,web,APAC,172,45,0
inventory_enable_equipment_depreciation,1,low,mobile,LATAM,209,40,0
payment_currency_enable_currency_conversion,1,medium,mobile,LATAM,129,49,0
catalog_enable_backorder,1,low,web,EU,158,52,0
order_compliance_enable_compliance_reporting,0,low,web,APAC,146,58,0
billing_enable_promotional_pricing,0,medium,mobile,EU,118,49,0
catalog_enable_fulfillment_options,1,medium,web,EU,179,61,0
billing_enable_coupon_management,0,high,mobile,EU,133,49,0
catalog_enable_device_specifications,1,medium,mobile,LATAM,156,64,0
cart_bundling_bundle_conflicts,0,medium,mobile,LATAM,106,40,0
order_fulfillment_enable_picking,1,low,mobile,LATAM,139,67,0
order_inventory_enable_reserve_items,0,low,mobile,EU,98,33,0
payment_billing_enable_billing_notifications,1,medium,web,APAC,150,48,1
catalog_enable_bulk_upload,1,low,web,US,179,54,0
order_products_enable_product_variants,0,low,mobile,APAC,148,30,0
payment_reconciliation_enable_payment_reconciliation,0,low,mobile,LATAM,126,31,0
provisioning_enable_add_on_management,1,low,mobile,US,177,59,0
provisioning_enable_priority_levels,1,low,web,LATAM,168,68,1
cart_inventory_availability_alerts,0,medium,mobile,US,85,31,0
order_notifications_enable_delivery_updates,1,medium,web,EU,180,69,0
provisioning_enable_orchestration,1,low,mobile,LATAM,139,55,0
customer_enable_account_linking,1,medium,web,LATAM,170,74,0
billing_enable_invoice_aging_analysis,1,low,mobile,EU,167,37,0
payment_recurring_enable_subscription_billing,1,low,web,LATAM,203,66,0
cart_fees_environmental_fees,1,medium,web,APAC,185,56,1
catalog_enable_ai_pricing,1,low,mobile,APAC,176,45,0
inventory_enable_cost_allocation,1,high,mobile,EU,343,78,0
provisioning_enable_apn_config,1,low,mobile,APAC,120,48,1
billing_enable_promotional_pricing,1,medium,mobile,LATAM,161,45,1
cart_bundling_device_plan_bundles,0,low,web,EU,86,51,0
inventory_enable_cost_allocation,1,low,mobile,APAC,168,38,1
customer_enable_customer_journey_tracking,1,high,mobile,LATAM,259,104,0
cart_inventory_warehouse_selection,0,medium,web,EU,133,58,0
billing_enable_debit_memo_creation,1,low,mobile,EU,139,63,0
provisioning_enable_inter_carrier_communication,0,high,mobile,LATAM,149,46,0
customer_enable_billing_address,1,medium,web,US,171,50,0
customer_enable_language_preferences,0,low,mobile,EU,102,49,0
notification_sms_fragmentation_enable,1,medium,mobile,US,157,58,1
catalog_enable_bundle_publishing,1,low,mobile,LATAM,147,54,0
cart_compatibility_device_service_compatibility,1,low,mobile,EU,114,63,0
payment_dispute_enable_dispute_management,1,high,mobile,US,284,73,0
payment_transaction_enable_payment_settlement,1,medium,mobile,LATAM,181,63,0
provisioning_enable_encryption,1,low,mobile,APAC,145,65,0
catalog_enable_regional_pricing,1,low,web,EU,174,69,0
customer_enable_profile_completion_tracking,1,medium,mobile,US,190,45,0
billing_enable_invoice_numbering,1,medium,mobile,US,150,46,0
billing_enable_installment_management,1,medium,web,US,178,42,0
customer_enable_billing_notification,1,high,mobile,APAC,262,92,0
cart_tax_compliance,1,low,mobile,EU,128,61,1
catalog_enable_availability_check,1,medium,mobile,EU,153,51,0
notification_dnd_checks_enable,1,low,mobile,US,134,42,0
payment_refund_enable_refund_automation,1,medium,web,EU,133,50,0
cart_inventory_availability_alerts,1,low,mobile,EU,178,63,0
inventory_enable_equipment_depreciation,1,low,web,LATAM,141,51,1
notification_senderid_whitelist_enable,1,low,mobile,LATAM,130,54,0
payment_method_enable_debit_card,1,low,web,LATAM,144,66,0
customer_enable_communication_preferences,1,high,mobile,LATAM,303,68,0
billing_enable_promotional_pricing,1,high,web,EU,287,92,0
billing_enable_payment_plan_creation,0,high,web,LATAM,106,57,0
order_compliance_enable_compliance_reporting,1,low,web,US,176,73,0
payment_currency_enable_currency_conversion,1,medium,mobile,LATAM,181,56,0
catalog_enable_plan_customization,1,medium,mobile,APAC,146,52,0
notification_failover_enable,0,low,mobile,LATAM,117,34,0
inventory_enable_cross_warehouse_transfer,1,high,mobile,APAC,337,104,0
cart_fees_activation_fees,1,low,mobile,EU,172,63,0
cart_product_management_product_sorting,0,high,web,US,132,34,0
inventory_enable_demand_planning,0,low,web,LATAM,127,31,0
provisioning_enable_voice_config,1,high,mobile,US,216,78,0
inventory_enable_supplier_orders,1,low,mobile,EU,119,72,0
customer_enable_manual_renewal,1,low,mobile,APAC,173,43,0
inventory_enable_equipment_tracking,1,low,web,US,135,53,0
billing_enable_invoice_history,1,medium,web,LATAM,176,64,1
billing_enable_write_off_management,1,high,web,EU,329,72,1
catalog_enable_volume_pricing,1,low,mobile,US,135,59,1
order_analytics_enable_shipping_analytics,0,low,mobile,APAC,129,54,0
cart_offers_loyalty_rewards,1,medium,mobile,US,126,49,0
cart_inventory_warehouse_selection,1,medium,mobile,US,162,67,0
catalog_enable_review_ratings,1,medium,mobile,US,152,61,0
customer_enable_contract_templates,1,high,web,LATAM,226,76,0
cart_inventory_pre_order_support,0,low,web,LATAM,137,47,0
payment_dispute_enable_dispute_tracking,0,low,web,APAC,129,30,0
payment_billing_enable_usage_based_billing,1,medium,web,EU,156,44,0
catalog_enable_device_pricing,0,low,mobile,LATAM,118,45,0
order_provisioning_enable_service_provisioning,0,low,mobile,EU,138,33,0
auth_enable_email_verification,1,low,mobile,APAC,183,55,1
customer_enable_billing_notification,1,medium,web,LATAM,165,45,0
cart_bundling_create_bundles,1,high,web,APAC,267,86,0
catalog_enable_regional_availability,0,high,web,LATAM,106,44,0
cart_pricing_volume_discounts,1,high,mobile,LATAM,248,82,1
cart_offers_loyalty_rewards,1,medium,mobile,LATAM,194,59,0
order_provisioning_enable_service_provisioning,1,high,web,US,315,97,0
provisioning_enable_service_upgrade,1,low,mobile,LATAM,119,39,0
cart_financing_financing_options,1,medium,web,LATAM,176,57,0
catalog_enable_dynamic_pricing,0,high,mobile,US,117,43,0
billing_enable_scheduled_invoices,0,high,web,APAC,119,40,0
customer_enable_profile_completion_tracking,1,low,web,LATAM,161,49,0
cart_checkout_multiple_payment_methods,0,high,web,EU,111,46,0
customer_enable_customer_segmentation,1,medium,mobile,EU,162,57,0
payment_reconciliation_enable_transaction_matching,1,medium,web,LATAM,154,50,0
cart_financing_lease_options,1,high,web,EU,252,80,0
catalog_enable_device_catalog,1,medium,mobile,LATAM,136,53,0
cart_operations_saved_for_later,1,high,web,EU,249,67,0
customer_enable_communication_channel_preference,1,medium,web,LATAM,185,50,0
provisioning_enable_service_upgrade,1,low,web,LATAM,147,44,0
provisioning_enable_performance_metrics,0,low,web,LATAM,97,36,0
catalog_enable_view_analytics,1,medium,mobile,LATAM,166,51,0
cart_operations_anonymous_cart,1,low,mobile,EU,178,51,0
cart_notifications_deal_notifications,1,medium,web,US,168,64,0
cart_inventory_backorder_support,0,medium,web,LATAM,93,53,0
cart_financing_installment_plans,0,high,web,LATAM,113,41,0
billing_enable_subscription_discount,1,high,web,EU,317,97,0
cart_offers_flash_sales,0,low,web,APAC,148,38,0
customer_enable_document_upload,1,medium,mobile,APAC,171,65,1
cart_offers_free_shipping_offers,1,low,mobile,EU,125,47,0
cart_inventory_pre_order_support,1,low,web,APAC,181,48,0
notification_senderid_whitelist_enable,1,medium,mobile,APAC,189,70,0
notification_channel_sms_enable,1,medium,mobile,APAC,142,66,0
payment_reconciliation_enable_discrepancy_handling,1,medium,mobile,APAC,179,54,0
catalog_enable_category_recommendations,1,high,web,US,236,80,0
auth_enable_2fa,1,medium,web,APAC,137,63,0
inventory_enable_lot_tracking,0,medium,web,US,130,50,0
cart_bundling_plan_bundling,1,medium,web,US,130,42,0
inventory_enable_cost_allocation,1,medium,web,APAC,142,64,0
inventory_enable_cross_warehouse_transfer,1,medium,web,US,159,48,0
cart_operations_saved_for_later,1,low,web,US,167,62,0
payment_recurring_enable_subscription_billing,1,low,web,LATAM,169,63,0
customer_enable_churn_prediction,1,medium,mobile,APAC,162,48,0
billing_enable_scheduled_invoices,0,medium,mobile,US,118,36,0
catalog_enable_plan_bundling,0,low,web,EU,143,42,0
catalog_enable_discount_rules,1,low,web,APAC,164,48,0
catalog_enable_regional_availability,1,high,web,US,209,59,1
payment_currency_enable_currency_conversion,1,medium,mobile,LATAM,191,45,0
customer_enable_contract_templates,0,low,web,EU,148,40,0
provisioning_enable_roaming_config,1,medium,web,APAC,170,58,0
payment_recurring_enable_auto_renew,0,medium,web,APAC,102,33,0
customer_enable_bulk_operations,1,low,mobile,APAC,129,50,0
customer_enable_addon_management,1,low,mobile,APAC,183,46,0
catalog_enable_device_specifications,1,low,mobile,EU,163,41,0
cart_analytics_cart_abandonment_tracking,1,low,web,US,103,49,0
customer_enable_contract_management,0,high,web,LATAM,108,40,0
cart_checkout_shipping_address_validation,1,high,mobile,US,275,94,1
payment_currency_enable_multi_currency,0,medium,mobile,APAC,121,32,0
auth_enable_mfa,1,low,mobile,EU,196,53,1
cart_notifications_price_drop_alerts,0,high,web,EU,80,59,0
inventory_enable_disposal_tracking,1,medium,web,APAC,124,63,0
catalog_enable_product_deletion,1,medium,web,EU,137,40,0
catalog_enable_preorder,1,high,mobile,US,304,93,0
provisioning_enable_5g_network,0,medium,web,EU,117,38,0
cart_operations_cart_notifications,1,high,mobile,APAC,371,70,0
cart_notifications_abandoned_cart_notifications,1,low,web,LATAM,185,46,0
cart_notifications_abandoned_cart_notifications,0,low,mobile,US,91,35,0
order_compliance_enable_compliance_reporting,1,medium,web,EU,146,42,1
payment_compliance_enable_transaction_monitoring,1,medium,mobile,EU,128,72,0
catalog_enable_review_images,0,medium,web,US,81,31,0
customer_enable_suspension,0,high,mobile,US,113,59,0
billing_enable_advance_payment_tracking,1,low,mobile,EU,132,64,0
catalog_enable_allocation_rules,0,high,mobile,LATAM,143,30,0
payment_notification_enable_refund_notification,0,low,web,APAC,115,44,0
billing_enable_currency_rate_updates,1,medium,mobile,LATAM,187,70,0
inventory_enable_turnover_analysis,1,medium,web,US,170,67,0
catalog_enable_category_recommendations,1,medium,mobile,LATAM,135,45,0
billing_enable_credit_memo_creation,1,high,web,LATAM,304,72,0
inventory_enable_equipment_registration,0,high,web,EU,129,41,0
cart_product_management_product_search,0,low,mobile,APAC,83,52,0
provisioning_enable_5g_network,1,medium,web,LATAM,180,51,0
billing_enable_invoice_history,0,low,mobile,US,122,59,0
cart_operations_cart_sharing,0,medium,mobile,US,82,34,0
customer_enable_communication_channel_preference,1,high,mobile,US,264,96,0
customer_enable_billing_notification,1,medium,mobile,LATAM,175,49,0
customer_enable_termination,1,high,mobile,APAC,317,77,0
cart_notifications_abandoned_cart_notifications,1,low,mobile,EU,144,66,0
billing_enable_penalty_assessment,0,high,web,US,122,44,0
customer_enable_profile_update,0,low,mobile,US,80,31,0
cart_fees_activation_fees,1,low,mobile,LATAM,182,52,0
catalog_enable_bundle_recommendations,1,medium,web,EU,159,41,0
inventory_enable_order_shipping,1,low,web,LATAM,124,66,1
billing_enable_unmatched_invoice_handling,1,high,mobile,US,358,107,0
billing_tax_by_region,1,high,mobile,APAC,237,77,0
cart_product_management_product_comparison,1,low,web,LATAM,151,53,0
billing_enable_write_off_tracking,0,low,mobile,US,140,57,0
cart_offers_flash_sales,1,medium,mobile,US,180,52,0
payment_advanced_enable_predictive_churn,0,low,mobile,LATAM,113,37,0
catalog_enable_volume_pricing,0,high,web,US,124,55,0
cart_inventory_backorder_support,1,medium,mobile,LATAM,198,65,0
catalog_enable_bundle_pricing,0,low,web,EU,95,60,0
customer_enable_email_verification,1,low,web,EU,143,37,1
payment_recurring_enable_auto_renew,0,high,web,APAC,120,59,0
cart_operations_persistent_cart,0,low,mobile,APAC,115,46,0
notification_channel_ivr_enable,0,medium,mobile,US,133,34,0
provisioning_enable_carrier_specific_config,1,high,web,US,322,99,1
inventory_enable_product_lifecycle_management,1,medium,mobile,US,147,45,0
cart_analytics_product_performance,1,low,mobile,EU,136,62,0
auth_enable_user_deactivation,1,high,mobile,APAC,265,94,1
payment_refund_enable_full_refund,1,low,mobile,US,137,55,0
cart_inventory_hold_duration,1,low,web,EU,140,50,0
cart_product_management_recommendations,1,medium,web,EU,128,64,0
billing_enable_international_billing,1,medium,mobile,APAC,184,61,1
cart_analytics_product_performance,0,low,mobile,EU,140,48,0
order_pricing_enable_order_billing,0,high,web,APAC,83,42,0
cart_product_management_wishlist,1,high,web,EU,234,71,0
customer_enable_behavior_analytics,1,medium,web,EU,151,64,0
notification_sms_unicode_enable,1,low,mobile,EU,192,53,0
billing_tax_calculation,0,high,mobile,APAC,118,51,0
billing_enable_late_fee_calculation,1,low,mobile,APAC,152,58,0
cart_inventory_reserve_items,0,low,mobile,APAC,97,53,0
catalog_enable_device_specifications,1,low,mobile,LATAM,151,67,0
provisioning_enable_alerts,1,low,web,LATAM,164,53,0
notification_dnd_checks_enable,1,low,mobile,EU,168,60,1
notification_metrics_enable,1,low,mobile,EU,160,53,0
order_advanced_enable_predictive_inventory,1,low,web,US,172,71,0
cart_analytics_product_performance,1,low,web,EU,138,47,1
notification_audit_enable,1,medium,mobile,EU,131,60,1
order_fulfillment_enable_picking,1,low,mobile,EU,131,60,0
cart_notifications_stock_alerts,0,medium,mobile,LATAM,134,60,0
auth_enable_audit_logging,0,low,mobile,US,121,54,0
customer_enable_manual_approval,0,low,web,EU,124,39,0
payment_billing_enable_billing_notifications,1,low,web,US,156,72,0
provisioning_enable_encryption,1,medium,web,APAC,174,48,1
cart_operations_quick_order,1,low,web,EU,134,55,0
cart_checkout_one_step_checkout,1,low,mobile,US,112,66,0
billing_enable_interest_accrual,1,medium,mobile,US,200,45,0
cart_analytics_user_behavior_tracking,1,low,web,APAC,123,56,0
customer_enable_addon_management,0,high,mobile,EU,105,54,0
catalog_enable_pricing_rules,1,low,mobile,APAC,155,43,1
cart_bundling_bundle_conflicts,1,low,web,US,118,73,0
customer_enable_contract_management,1,high,web,US,263,90,0
billing_tax_by_region,1,high,mobile,APAC,335,70,0
customer_enable_bulk_operations,1,low,mobile,LATAM,139,68,0
customer_enable_invoice_access,0,medium,mobile,APAC,129,52,0
cart_operations_cart_merge,1,high,web,US,212,92,1
catalog_enable_category_management,1,medium,web,LATAM,146,64,0
cart_compatibility_international_compatibility,1,low,mobile,US,154,50,0
order_fulfillment_enable_picking,0,high,web,APAC,146,46,0
provisioning_enable_overage_charges,0,medium,web,LATAM,124,51,0
payment_billing_enable_invoice_billing,0,high,web,US,100,46,0
cart_product_management_service_products,1,low,mobile,APAC,147,45,0
catalog_enable_review_images,1,medium,web,US,194,56,0
catalog_enable_discount_rules,1,low,mobile,US,139,47,0
auth_enable_2fa,1,high,mobile,EU,364,91,1
cart_product_management_product_search,1,medium,mobile,APAC,163,48,0
order_pricing_enable_discount_application,1,medium,mobile,APAC,123,43,0
cart_checkout_registered_checkout,1,medium,mobile,EU,149,41,0
cart_offers_bundle_offers,0,low,mobile,US,95,54,0
payment_transaction_enable_single_payment,1,high,web,LATAM,302,92,1
catalog_enable_category_management,1,high,web,EU,296,87,1
catalog_enable_inventory_sync,1,medium,web,APAC,171,69,0
customer_enable_billing_address,0,medium,mobile,APAC,150,50,0
customer_enable_profile_update,1,low,mobile,EU,156,61,0
customer_enable_activation_delay,1,medium,mobile,APAC,154,68,0
payment_billing_enable_billing_cycle_management,0,medium,web,APAC,100,39,0
customer_enable_consent_tracking,1,medium,mobile,EU,191,43,0
notification_channel_sms_enable,1,medium,web,LATAM,148,61,0
payment_billing_enable_billing_cycle_management,1,high,mobile,US,276,95,1
provisioning_enable_roaming_config,1,medium,web,EU,148,59,0
customer_enable_email_verification,1,low,web,LATAM,151,54,0
cart_product_management_product_sorting,0,low,web,US,99,59,0
billing_enable_invoice_aging_analysis,1,medium,mobile,LATAM,174,51,0
customer_enable_kyc_validation,1,high,web,LATAM,318,80,1
provisioning_enable_usage_analytics,1,low,web,LATAM,123,45,0
provisioning_enable_service_suspension,1,medium,web,APAC,155,70,0
cart_compatibility_device_service_compatibility,0,high,mobile,LATAM,142,31,0
provisioning_enable_slice_management,0,medium,web,EU,148,47,0
billing_enable_manual_reconciliation,0,medium,web,LATAM,93,36,0
