flag_name,flag_on,traffic,user,region,latency,cpu,error
inventory_enable_cost_allocation,0,high,web,APAC,150,47,0
billing_enable_international_billing,1,high,web,LATAM,338,111,0
auth_enable_registration,1,high,web,APAC,389,97,1
cart_product_management_product_filtering,1,high,mobile,APAC,388,94,0
customer_enable_sanctions_screening,1,high,web,EU,419,81,1
order_pricing_enable_tax_calculation,1,low,web,EU,168,69,0
notification_campaign_window_enable,1,high,web,APAC,404,94,1
customer_enable_account_migration,1,low,mobile,APAC,181,55,0
catalog_enable_stock_levels,1,low,mobile,EU,178,64,0
provisioning_enable_traffic_shaping,0,medium,mobile,EU,150,56,0
billing_enable_late_fee_calculation,1,medium,mobile,US,156,68,1
provisioning_enable_throttling,0,low,mobile,US,133,45,0
auth_enable_session_timeout,1,medium,mobile,EU,208,73,0
billing_enable_invoice_reminders,1,medium,web,US,217,50,0
notification_multichannel_enable,1,medium,web,EU,160,76,1
provisioning_enable_performance_metrics,1,low,mobile,LATAM,199,62,0
catalog_enable_device_images,1,medium,web,EU,217,66,0
order_pricing_enable_billing_sync,1,medium,mobile,LATAM,186,84,0
provisioning_enable_inter_carrier_communication,0,low,mobile,APAC,155,56,0
provisioning_enable_auto_scaling,1,low,web,EU,139,74,0
cart_notifications_order_updates,1,medium,mobile,APAC,236,79,0
cart_checkout_one_step_checkout,0,medium,mobile,LATAM,159,56,0
catalog_enable_device_specifications,1,high,mobile,APAC,401,100,0
billing_enable_currency_rate_updates,0,low,web,LATAM,130,57,0
customer_enable_payment_method_management,0,high,mobile,LATAM,149,49,0
notification_templates_enable,1,low,web,LATAM,190,57,0
cart_checkout_shipping_address_validation,0,medium,web,EU,149,48,0
payment_notification_enable_refund_notification,0,high,mobile,APAC,132,54,0
inventory_enable_valuation_methods,1,high,mobile,APAC,356,104,1
order_compliance_enable_order_retention,1,high,web,EU,382,99,0
inventory_enable_stock_transfer,1,low,web,EU,188,65,0
catalog_enable_bundle_publishing,1,low,mobile,US,133,89,0
cart_bundling_bundle_pricing,0,medium,web,LATAM,156,46,0
provisioning_enable_quota_management,1,high,mobile,LATAM,314,108,0
order_compliance_enable_audit_logging,0,high,mobile,LATAM,108,58,0
provisioning_enable_5g_network,0,low,mobile,US,104,41,0
catalog_enable_allocation_rules,1,low,mobile,LATAM,206,80,1
catalog_enable_search_analytics,1,high,web,EU,344,109,1
payment_currency_enable_currency_conversion,1,low,web,APAC,202,59,0
payment_dispute_enable_dispute_tracking,0,high,web,US,114,44,0
customer_enable_invoice_access,0,medium,web,US,147,57,0
catalog_enable_inventory_sync,1,low,mobile,US,205,71,0
inventory_enable_turnover_analysis,1,high,web,EU,405,114,0
inventory_enable_price_management,0,low,web,APAC,119,52,0
cart_product_management_bundled_products,1,medium,web,APAC,191,60,0
cart_financing_lease_options,1,medium,web,EU,189,71,0
auth_enable_session_timeout,0,low,web,EU,91,42,0
customer_enable_payment_method_management,0,high,web,US,144,60,0
cart_pricing_bundle_discounts,0,high,web,LATAM,134,59,0
inventory_enable_inventory_analytics,1,low,mobile,APAC,187,80,1
cart_fees_environmental_fees,1,low,mobile,EU,192,57,0
catalog_enable_product_versioning,0,medium,web,US,110,65,0
cart_operations_bulk_order,0,medium,mobile,US,142,64,0
provisioning_enable_traffic_shaping,1,high,web,LATAM,460,91,0
cart_product_management_addon_products,1,medium,mobile,US,223,66,0
cart_analytics_conversion_tracking,1,low,web,EU,162,80,0
cart_inventory_hold_duration,1,medium,web,EU,180,61,0
billing_tax_by_region,0,medium,web,US,155,36,0
order_pricing_enable_tax_calculation,1,medium,web,US,178,87,0
billing_enable_debit_memo_creation,1,low,web,APAC,174,72,0
cart_fees_environmental_fees,1,low,mobile,US,169,85,0
inventory_enable_inventory_analytics,0,medium,web,US,127,39,0
payment_analytics_enable_payment_method_analytics,0,high,mobile,LATAM,114,64,0
cart_fees_environmental_fees,0,high,web,EU,127,44,0
cart_product_management_addon_products,0,low,mobile,APAC,149,35,0
auth_enable_passwordless,1,low,mobile,APAC,210,65,0
provisioning_enable_priority_levels,1,low,mobile,EU,174,66,0
catalog_enable_device_specifications,1,medium,web,APAC,127,70,0
billing_enable_reversal_processing,0,medium,web,APAC,110,39,0
customer_enable_activation_delay,0,low,mobile,EU,130,45,0
cart_bundling_plan_bundling,1,high,web,LATAM,360,100,0
payment_analytics_enable_revenue_analytics,0,low,web,APAC,116,58,0
provisioning_enable_sms_config,1,medium,web,APAC,202,72,0
provisioning_enable_service_suspension,0,high,web,EU,137,58,0
provisioning_enable_usage_analytics,1,high,mobile,EU,445,107,1
billing_tax_compliance,1,medium,mobile,APAC,146,66,0
cart_product_management_device_products,1,medium,mobile,EU,243,89,0
catalog_enable_product_analytics,1,high,mobile,LATAM,410,115,0
cart_compatibility_device_service_compatibility,0,high,web,US,145,60,0
billing_enable_payment_reconciliation,0,medium,web,US,122,52,0
customer_enable_account_linking_validation,0,medium,web,US,147,39,0
payment_dispute_enable_dispute_tracking,1,high,mobile,US,457,95,0
notification_dnd_checks_enable,1,low,web,US,176,79,0
customer_enable_marketing_opt_in,1,medium,web,US,176,60,0
notification_rate_msisdn_enable,1,medium,web,APAC,166,79,0
catalog_enable_warehouse_management,1,medium,mobile,LATAM,227,64,0
inventory_enable_equipment_tracking,1,high,web,LATAM,422,93,0
provisioning_enable_security_groups,0,medium,mobile,EU,103,42,0
order_compliance_enable_order_retention,1,low,web,EU,194,76,1
cart_checkout_registered_checkout,1,high,web,APAC,472,110,0
cart_inventory_reserve_items,1,medium,mobile,LATAM,134,78,0
cart_compatibility_device_service_compatibility,1,high,web,US,355,93,0
payment_method_enable_bank_transfer,0,high,web,APAC,143,53,0
provisioning_enable_service_termination,0,low,mobile,LATAM,92,57,0
customer_enable_contract_renewal,1,high,mobile,LATAM,373,101,0
order_fulfillment_enable_delivery_tracking,1,medium,web,APAC,181,66,0
cart_fees_processing_fees,0,medium,web,LATAM,150,39,0
payment_method_enable_buy_now_pay_later,1,high,mobile,US,408,94,1
catalog_enable_device_specifications,0,medium,mobile,LATAM,155,41,0
cart_operations_cart_notifications,1,low,mobile,LATAM,238,71,0
cart_fees_activation_fees,1,medium,web,LATAM,204,54,0
cart_offers_referral_offers,1,medium,mobile,US,194,49,0
customer_enable_churn_prediction,1,medium,mobile,APAC,180,50,0
cart_product_management_addon_products,0,medium,web,US,159,53,0
notification_channel_ivr_enable,1,high,mobile,APAC,391,105,0
payment_method_enable_cryptocurrency,1,high,web,LATAM,252,88,1
cart_inventory_pre_order_support,1,low,mobile,EU,183,60,0
cart_inventory_stock_checking,1,medium,mobile,LATAM,174,76,1
auth_enable_sso,1,high,web,LATAM,360,87,1
customer_enable_address_validation,0,high,mobile,APAC,122,39,0
billing_enable_history_tracking,1,medium,mobile,LATAM,229,82,0
billing_enable_debt_collection_integration,1,medium,web,US,202,77,0
customer_enable_bulk_operations,1,high,web,EU,385,80,0
provisioning_enable_security_groups,1,medium,web,APAC,205,82,0
cart_analytics_session_tracking,1,medium,web,LATAM,184,79,0
order_fulfillment_enable_picking,0,medium,web,APAC,134,41,0
cart_bundling_service_bundles,1,high,web,US,355,81,1
cart_notifications_promotional_notifications,1,medium,web,LATAM,191,76,0
catalog_enable_search_analytics,1,low,mobile,EU,202,61,0
cart_tax_calculation,1,medium,mobile,LATAM,134,60,0
billing_enable_invoice_aging_analysis,1,medium,mobile,APAC,182,68,0
inventory_enable_cross_warehouse_transfer,1,medium,mobile,EU,234,77,0
cart_offers_loyalty_rewards,1,low,mobile,LATAM,214,78,0
inventory_enable_demand_planning,1,low,web,EU,152,60,0
inventory_enable_equipment_maintenance,1,high,web,LATAM,354,101,1
catalog_enable_bundle_recommendations,1,low,mobile,LATAM,139,58,0
order_compliance_enable_order_retention,1,high,web,APAC,377,112,0
billing_tax_reporting,1,medium,web,APAC,173,75,0
payment_analytics_enable_revenue_analytics,1,high,mobile,US,354,106,0
inventory_enable_order_fulfillment,1,high,mobile,APAC,331,74,0
provisioning_enable_dlp,1,high,web,EU,427,96,0
catalog_enable_pricing_rules,0,medium,mobile,LATAM,155,59,0
provisioning_enable_performance_metrics,1,medium,mobile,APAC,216,86,0
cart_checkout_multiple_payment_methods,1,high,web,US,367,95,0
catalog_enable_product_reviews,1,medium,web,EU,229,65,0
catalog_enable_allocation_rules,0,high,mobile,APAC,102,60,0
customer_enable_profile_completion_tracking,1,high,web,LATAM,271,84,0
order_pricing_enable_discount_application,1,medium,web,US,216,73,0
order_notifications_enable_order_updates,1,high,web,EU,426,95,0
notification_routing_enable,1,high,web,EU,456,99,1
cart_inventory_availability_alerts,1,low,web,APAC,217,48,0
inventory_enable_equipment_registration,1,high,web,EU,397,92,0
payment_notification_enable_refund_notification,0,high,mobile,US,105,36,0
billing_enable_invoice_tracking,1,medium,mobile,EU,207,89,0
cart_inventory_backorder_support,1,high,web,EU,405,111,0
cart_operations_bulk_order,1,high,mobile,APAC,433,88,0
order_notifications_enable_order_confirmation,1,medium,web,LATAM,215,59,0
order_advanced_enable_ml_demand_forecasting,0,high,web,EU,120,50,0
payment_transaction_enable_payment_settlement_webhook,0,medium,mobile,LATAM,133,64,0
customer_enable_fraud_detection,1,low,mobile,APAC,174,50,0
cart_bundling_device_plan_bundles,1,medium,web,APAC,211,66,0
payment_analytics_enable_payment_analytics,1,medium,web,EU,163,49,0
customer_enable_profile_image,1,high,web,APAC,362,97,1
provisioning_enable_audit_logs,1,medium,mobile,LATAM,131,68,0
cart_inventory_real_time_sync,1,high,mobile,APAC,422,97,1
payment_transaction_enable_payment_settlement,0,high,mobile,APAC,92,55,0
cart_operations_cart_sharing,1,high,web,US,371,104,1
provisioning_enable_data_config,1,low,web,LATAM,221,70,1
customer_enable_suspension,1,medium,mobile,LATAM,166,48,0
provisioning_enable_plan_change,1,medium,mobile,EU,184,49,0
order_products_enable_addon_products,0,low,web,APAC,111,62,0
notification_audit_enable,0,medium,mobile,LATAM,90,43,0
billing_enable_manual_reconciliation,0,low,mobile,APAC,117,40,0
cart_notifications_stock_alerts,0,high,web,US,129,38,0
customer_enable_communication_preferences,0,medium,mobile,US,150,39,0
inventory_enable_order_allocation,1,low,web,EU,183,69,0
customer_enable_kyc_validation,0,medium,web,EU,103,52,0
billing_enable_invoice_aging_analysis,0,high,mobile,US,117,36,0
customer_enable_contract_management,1,high,web,US,346,102,0
cart_operations_cart_notifications,1,medium,mobile,EU,190,63,0
catalog_enable_bundle_pricing,1,low,web,LATAM,213,75,0
catalog_enable_allocation_rules,0,high,web,US,111,40,0
customer_enable_privacy_preferences,1,high,web,LATAM,328,90,1
inventory_enable_obsolescence_tracking,1,high,mobile,LATAM,479,80,0
auth_enable_email_verification,1,high,mobile,US,347,109,0
customer_enable_communication_preferences,0,low,web,APAC,124,59,0
cart_fees_activation_fees,1,medium,web,APAC,230,85,0
payment_analytics_enable_payment_method_analytics,1,high,web,LATAM,324,102,0
provisioning_enable_slice_management,1,medium,web,EU,208,82,0
order_products_enable_bundle_products,0,medium,web,US,104,45,0
catalog_enable_product_modification,1,medium,web,LATAM,215,78,0
cart_operations_cart_notifications,1,high,mobile,LATAM,385,109,0
billing_enable_invoice_reminders,1,medium,mobile,APAC,170,68,0
provisioning_enable_supplementary_services,1,medium,web,US,163,56,0
payment_dispute_enable_chargeback_handling,1,high,web,LATAM,326,114,0
catalog_enable_plan_comparisons,1,low,web,EU,207,66,0
customer_enable_contact_management,1,low,web,EU,242,70,0
order_provisioning_enable_device_shipping,1,low,web,EU,157,57,0
order_advanced_enable_order_recommendations,1,medium,mobile,EU,153,47,0
customer_enable_addon_management,1,medium,web,LATAM,154,75,0
customer_enable_plan_change,1,medium,mobile,US,235,80,0
cart_product_management_product_filtering,1,high,mobile,LATAM,296,97,1
provisioning_enable_carrier_specific_config,1,low,web,LATAM,185,75,1
billing_enable_reversal_processing,1,low,web,APAC,183,77,0
cart_inventory_hold_duration,1,low,web,US,207,70,0
customer_enable_privacy_preferences,1,low,mobile,LATAM,221,65,0
notification_retry_enable,1,low,mobile,LATAM,129,52,0
provisioning_enable_service_termination,1,high,web,EU,296,99,1
payment_compliance_enable_fraud_detection,0,medium,web,LATAM,131,63,0
inventory_enable_cost_tracking,1,medium,web,LATAM,177,56,0
billing_enable_subscription_discount,0,low,web,APAC,104,56,0
billing_enable_partial_payment_tracking,1,medium,mobile,APAC,211,78,0
billing_enable_currency_conversion,0,medium,web,US,142,35,0
customer_enable_auto_activation,1,low,mobile,US,199,55,0
provisioning_enable_qos_management,1,high,web,US,309,126,1
payment_recurring_enable_auto_renew,1,medium,mobile,APAC,144,78,1
payment_recurring_enable_subscription_billing,1,high,mobile,LATAM,367,82,0
catalog_enable_discount_rules,1,medium,web,APAC,154,64,0
payment_notification_enable_invoice_notification,0,high,web,EU,102,58,0
cart_pricing_region_based_pricing,1,high,mobile,LATAM,458,106,1
cart_offers_bundle_offers,1,high,web,APAC,452,120,1
order_advanced_enable_predictive_inventory,1,high,web,US,315,99,0
catalog_enable_warehouse_management,1,low,web,EU,167,79,0
cart_compatibility_feature_compatibility,1,high,mobile,EU,344,104,1
order_provisioning_enable_activation_delay,0,high,web,US,125,60,0
cart_pricing_loyalty_discounts,0,medium,mobile,EU,100,51,0
inventory_enable_inventory_analytics,0,low,web,APAC,126,51,0
catalog_enable_fulfillment_options,1,medium,mobile,LATAM,187,57,0
billing_handle_orphaned_invoices,1,low,web,US,179,62,0
cart_compatibility_feature_compatibility,0,low,web,LATAM,157,48,0
inventory_enable_equipment_maintenance,1,high,mobile,US,294,100,0
cart_pricing_segment_based_pricing,1,low,web,US,215,46,0
catalog_enable_bundle_pricing,1,medium,mobile,US,220,82,0
cart_financing_financing_rates,0,high,mobile,EU,135,56,0
cart_financing_installment_plans,1,medium,mobile,US,196,86,0
order_lifecycle_enable_order_status_history,1,low,web,US,190,65,0
cart_checkout_express_checkout,0,medium,web,LATAM,90,50,0
catalog_enable_bulk_upload,1,low,web,LATAM,200,48,0
catalog_enable_plan_customization,0,high,web,EU,139,43,0
cart_notifications_order_updates,0,low,mobile,EU,143,52,0
notification_metrics_enable,1,high,mobile,US,479,108,0
customer_enable_document_upload,1,high,mobile,EU,360,93,1
customer_enable_address_validation,1,medium,mobile,LATAM,203,68,0
cart_operations_cart_notifications,1,high,web,LATAM,327,90,0
cart_fees_environmental_fees,0,medium,mobile,EU,90,50,0
customer_enable_signature_capture,0,medium,mobile,EU,117,57,0
customer_enable_account_linking_validation,1,medium,web,APAC,161,68,0
order_compliance_enable_audit_logging,1,medium,web,US,158,49,0
billing_enable_payment_history,1,medium,mobile,APAC,193,62,0
catalog_enable_review_images,0,high,web,US,125,64,0
inventory_enable_order_packing,1,medium,mobile,US,172,72,0
notification_failover_enable,0,high,web,LATAM,132,60,0
inventory_enable_disposal_tracking,1,medium,mobile,US,177,50,0
cart_operations_quick_order,1,low,mobile,US,205,69,0
payment_notification_enable_payment_confirmation,1,low,web,APAC,162,51,0
catalog_enable_dynamic_pricing,1,medium,mobile,LATAM,191,61,0
catalog_enable_device_availability,1,high,web,EU,409,115,1
provisioning_enable_vpn_config,0,medium,web,APAC,140,56,0
customer_enable_contact_management,1,medium,mobile,US,182,53,0
notification_idempotency_enable,1,high,mobile,US,427,118,0
cart_bundling_bundle_recommendations,0,high,web,LATAM,150,54,0
notification_sms_unicode_enable,1,medium,mobile,LATAM,152,60,0
cart_notifications_promotional_notifications,0,medium,web,EU,143,58,0
order_lifecycle_enable_modification,1,medium,mobile,US,189,59,0
catalog_enable_dynamic_pricing,1,medium,mobile,APAC,179,72,0
cart_offers_bundle_offers,1,low,web,LATAM,224,72,0
customer_enable_profile_completion_tracking,0,medium,web,EU,103,59,0
catalog_enable_availability_check,1,high,mobile,LATAM,343,87,0
notification_rate_global_enable,1,medium,mobile,LATAM,172,51,1
cart_product_management_bundled_products,1,low,web,EU,169,68,0
notification_retry_enable,0,high,mobile,LATAM,97,48,0
notification_channel_sms_enable,0,high,web,EU,100,47,0
payment_refund_enable_refund_automation,1,high,mobile,US,336,107,1
customer_enable_invoice_access,0,high,web,US,146,40,0
cart_offers_bundle_offers,1,high,web,EU,335,104,0
order_products_enable_bundle_products,1,high,mobile,US,338,114,1
cart_inventory_hold_duration,1,high,web,EU,368,123,0
cart_notifications_deal_notifications,1,high,web,LATAM,381,106,1
catalog_enable_review_ratings,1,medium,web,LATAM,195,45,0
catalog_enable_regional_availability,1,high,mobile,LATAM,390,98,0
provisioning_enable_usage_tracking,1,low,web,US,152,82,0
inventory_enable_equipment_depreciation,1,low,web,EU,152,63,0
auth_enable_email_verification,1,low,web,US,208,83,0
billing_enable_invoice_reminders,0,medium,web,APAC,94,42,0
provisioning_enable_bandwidth_allocation,1,high,mobile,EU,402,88,0
customer_enable_data_deletion,1,medium,web,APAC,202,68,0
cart_offers_limited_time_offers,0,medium,web,US,132,59,0
order_fulfillment_enable_picking,1,low,web,US,182,87,0
catalog_enable_category_hierarchy,1,low,mobile,EU,132,65,0
catalog_enable_warehouse_management,0,low,web,EU,147,37,0
billing_tax_by_region,1,high,mobile,EU,425,109,1
inventory_enable_lot_tracking,1,high,web,US,328,80,0
customer_enable_customer_segmentation,1,high,mobile,APAC,313,78,0
inventory_enable_cross_warehouse_transfer,1,medium,mobile,US,174,51,0
provisioning_enable_voice_config,1,high,mobile,LATAM,426,117,1
payment_analytics_enable_payment_analytics,1,high,web,EU,401,112,1
provisioning_enable_data_config,0,high,web,APAC,151,50,0
catalog_enable_device_pricing,1,high,web,EU,388,104,0
provisioning_enable_overage_charges,1,high,mobile,APAC,459,92,1
catalog_enable_product_deletion,0,high,web,APAC,151,39,0
customer_enable_email_verification,0,low,mobile,LATAM,111,46,0
customer_enable_sanctions_screening,1,low,mobile,APAC,205,55,0
notification_channel_email_enable,1,high,web,APAC,453,89,0
customer_enable_lifetime_value_tracking,1,low,web,US,151,77,1
billing_enable_subscription_discount,0,high,web,US,143,47,0
cart_bundling_create_bundles,1,medium,mobile,US,216,72,1
order_provisioning_enable_service_provisioning,1,high,mobile,APAC,268,96,1
inventory_enable_forecasting,1,low,web,EU,184,54,0
auth_enable_audit_logging,1,medium,web,EU,149,63,0
cart_analytics_session_tracking,1,high,web,LATAM,408,99,0
provisioning_enable_apn_config,1,medium,web,APAC,203,75,0
provisioning_enable_workflow_automation,0,low,web,LATAM,123,44,0
payment_recurring_enable_auto_renew,0,medium,web,LATAM,126,38,0
customer_enable_notification_preferences,1,medium,mobile,APAC,231,74,0
cart_bundling_bundle_recommendations,0,high,mobile,EU,95,61,0
payment_reconciliation_enable_discrepancy_handling,1,medium,mobile,US,181,60,0
catalog_enable_warehouse_management,0,high,web,US,126,52,0
order_fulfillment_enable_delivery_tracking,0,low,mobile,EU,134,48,0
cart_operations_anonymous_cart,0,medium,mobile,LATAM,91,40,0
order_advanced_enable_predictive_inventory,1,high,web,LATAM,363,98,0
catalog_enable_plan_recommendations,1,high,web,US,389,106,0
order_fulfillment_enable_picking,1,medium,web,US,175,52,0
billing_enable_currency_conversion,1,high,web,APAC,301,101,0
catalog_enable_inventory_sync,1,medium,mobile,EU,194,70,0
payment_transaction_enable_payment_authorization,1,medium,mobile,LATAM,202,76,0
payment_billing_enable_usage_based_billing,1,high,web,APAC,289,91,0
cart_bundling_device_plan_bundles,0,medium,web,APAC,148,55,0
catalog_enable_view_analytics,1,medium,web,APAC,195,47,0
inventory_enable_inventory_adjustment,1,low,web,EU,209,71,0
payment_dispute_enable_dispute_management,1,low,web,EU,169,73,1
provisioning_enable_service_suspension,0,medium,web,LATAM,154,48,0
catalog_enable_fulfillment_options,1,medium,web,LATAM,172,69,0
cart_operations_saved_for_later,0,low,mobile,LATAM,130,60,1
order_lifecycle_enable_cancellation,1,low,mobile,EU,164,68,0
cart_tax_by_region,1,high,web,LATAM,374,87,1
cart_inventory_real_time_sync,0,low,web,LATAM,112,59,0
cart_product_management_personalization,1,low,web,LATAM,183,68,1
cart_inventory_warehouse_selection,0,medium,mobile,US,90,52,0
cart_pricing_volume_discounts,1,low,mobile,APAC,190,74,1
billing_enable_subscription_discount,1,high,mobile,APAC,367,98,0
payment_billing_enable_bill_generation,1,low,mobile,LATAM,205,58,1
inventory_enable_supplier_management,0,high,mobile,EU,108,60,0
cart_analytics_funnel_analysis,1,medium,web,LATAM,160,69,1
inventory_enable_stock_transfer,1,low,mobile,US,201,77,1
provisioning_enable_smart_provisioning,1,high,web,LATAM,362,109,0
payment_refund_enable_refund_automation,1,medium,web,US,204,54,0
payment_method_enable_cryptocurrency,1,high,mobile,APAC,345,108,0
catalog_enable_ml_recommendations,1,high,web,LATAM,385,90,1
cart_checkout_shipping_address_validation,1,high,web,EU,307,98,0
auth_enable_session_timeout,0,high,web,EU,143,41,0
notification_templates_enable,0,high,mobile,LATAM,113,55,0
